unique_key,dataset,official_split,source_subset,image_id,original_filename,product_id,image_number,source_shard,augmentation_round,crop_count,usage_split,used_for_training,image_id_recovered
fashionpedia::train2020::13782,fashionpedia,train2020,,13782,6d01bde6eda74d7173ee0739209385f3.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13790,fashionpedia,train2020,,13790,90599e7873508a829829dd50abdf78d4.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13793,fashionpedia,train2020,,13793,ff774df2598bca10114fc97ee503296c.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13794,fashionpedia,train2020,,13794,b6b32e90d9284f57b7acb246697e21f7.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13799,fashionpedia,train2020,,13799,32c73bc7eb127b9ae0efbe8bded632c4.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13806,fashionpedia,train2020,,13806,70d6a1f626ff46b779afa4ebd4c45fee.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::13811,fashionpedia,train2020,,13811,9be973fb190fe7ffbe830709d1b1a04f.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13812,fashionpedia,train2020,,13812,0371b742ebfbd64c1b7cafc833fd5045.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::13814,fashionpedia,train2020,,13814,b7c454ed7c2431ee6b8c94c15cbbb365.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13819,fashionpedia,train2020,,13819,ff7445dcc6299c1e0688d875a7cf9f44.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13821,fashionpedia,train2020,,13821,152a81692a46ba2231ca0780333a51d3.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::13822,fashionpedia,train2020,,13822,9738e9d1e39882f8d28f938bf05ad50f.jpg,,,1,1,3,new_val,false,true
fashionpedia::train2020::13824,fashionpedia,train2020,,13824,d17183a19cdf2a1ea21d53524038d1ea.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13825,fashionpedia,train2020,,13825,4c0124374daf3861d7271810af8bcc78.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::13827,fashionpedia,train2020,,13827,801b5cdc582234387a66bc09f9928988.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13831,fashionpedia,train2020,,13831,0514625de960135c9b6c4b0a03748cc5.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13833,fashionpedia,train2020,,13833,eed8042f1efdc3306ac6e71d0b3ad23a.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13834,fashionpedia,train2020,,13834,a9287339e0d44265cb0dcd65935ba56f.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13835,fashionpedia,train2020,,13835,d033d6c474bb4609ba43fb62cc2f125e.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13837,fashionpedia,train2020,,13837,a5bb54444728b509f91dbe50c5a671d8.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13842,fashionpedia,train2020,,13842,a804d74e4213a053343b52ccef09dfde.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13846,fashionpedia,train2020,,13846,cb13a9d13436b9a2f5655525e46a2cc8.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13847,fashionpedia,train2020,,13847,19defa246cef47aadc23fcd4831b89db.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13851,fashionpedia,train2020,,13851,e8ca59049a99552807426a446fca5b96.jpg,,,1,1,3,new_val,false,true
fashionpedia::train2020::13852,fashionpedia,train2020,,13852,fd1183f5e7cd014f6eb9a8c624ac2d0d.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::13853,fashionpedia,train2020,,13853,9ca2dd2eb0efed7897019601f4a5f51c.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13858,fashionpedia,train2020,,13858,389e04e1fe507e172c74daaa69932179.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13861,fashionpedia,train2020,,13861,52ac6b8c38abf0308f727af5e06d78fc.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13862,fashionpedia,train2020,,13862,271619e8f9f1567f45e64412bc00d9c7.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13864,fashionpedia,train2020,,13864,17e6a3d9273a8f6b1b3f7981f8d17532.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13865,fashionpedia,train2020,,13865,314162eaf5970c86ba072da9a36275ab.jpg,,,1,1,4,train,true,true
fashionpedia::train2020::13868,fashionpedia,train2020,,13868,5fb9b038518a94dbac8a77ee1d220e4f.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13874,fashionpedia,train2020,,13874,dc5ee48d56a927fe7629ee1f08a7af0b.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13875,fashionpedia,train2020,,13875,ab0917a196a77b3a80c12ec87d40da95.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13883,fashionpedia,train2020,,13883,49e72355754823edd48687fc41ceabd0.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13885,fashionpedia,train2020,,13885,f0365eff82ea41e09f1e3b8502bc6d29.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::13889,fashionpedia,train2020,,13889,26c93b228a95fa77812f2b1413ccdc63.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::13890,fashionpedia,train2020,,13890,3add968e85cf0f3bb3ab6a927da06bca.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13891,fashionpedia,train2020,,13891,16fcc5cf4c5da6e1440169cf45c7c99b.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13892,fashionpedia,train2020,,13892,4e0639c6edcf6fc793c0bafd764ed7ae.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13895,fashionpedia,train2020,,13895,11587a885f93be84e117722404cbae05.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::13897,fashionpedia,train2020,,13897,a3b1bfa806264afd7d83b2b507e74946.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13898,fashionpedia,train2020,,13898,c916f08b74a5f2901caebcdad2461f1e.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::13900,fashionpedia,train2020,,13900,62cd33b0108c6b5141ac9d2077ae1571.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13901,fashionpedia,train2020,,13901,435fd3ddacec77f6d183814e449ffd43.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13906,fashionpedia,train2020,,13906,7799a7296ba1a68764019b6da6f5af52.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13915,fashionpedia,train2020,,13915,15f940064f9bccba9f5af603987a1af6.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13920,fashionpedia,train2020,,13920,755b7b7f01358797a4f700f89f3162f7.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::13924,fashionpedia,train2020,,13924,edae02e363c55da8014efb49fd914660.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::13925,fashionpedia,train2020,,13925,6f3a835da55d947de2d521bd962a8ec1.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13928,fashionpedia,train2020,,13928,684c3b9007752f21c59b66ce84b8fb2d.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13929,fashionpedia,train2020,,13929,b95dab70cc9871b6b75e141107ca58e1.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13930,fashionpedia,train2020,,13930,aa0dbefd2e44717caeac028096b1f147.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13931,fashionpedia,train2020,,13931,013997edc5cc9e5ffa382b8bdec8a0b5.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13936,fashionpedia,train2020,,13936,92a269c5d2f873a7af420d9cb22b53d2.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13938,fashionpedia,train2020,,13938,e48ef07a85af80d9526d2a76b3c008bd.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13940,fashionpedia,train2020,,13940,0e1bbc0c58e5d555157d5cd84ee4dbff.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13942,fashionpedia,train2020,,13942,88f71154cae3724a633fa8f9745a5cbc.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13945,fashionpedia,train2020,,13945,6a360e0a547fcd39c2a3abfbd09bced2.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13956,fashionpedia,train2020,,13956,7be3b524e563abb9e2aaae36ea973d99.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13958,fashionpedia,train2020,,13958,e4dc18c73af07df17a433bcef5f6327e.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13970,fashionpedia,train2020,,13970,6b6fb8e54309923cb60e52c2feb981a2.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13972,fashionpedia,train2020,,13972,128d9666e4a66112809a8900a8eee7b0.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13977,fashionpedia,train2020,,13977,87bbec1c9a799f8bb64ac92d96596150.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::13978,fashionpedia,train2020,,13978,adfa39bd8141bf83949405997c26b9dc.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13980,fashionpedia,train2020,,13980,ae333baa4e4e57b47aa414473152516b.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13983,fashionpedia,train2020,,13983,840b7beface5033c3a50a8cadecb83e9.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::13984,fashionpedia,train2020,,13984,9ea8007a7eccff2074a01d012b1f7168.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::13987,fashionpedia,train2020,,13987,e58f0ec62892e62c407121dd63a0786b.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13993,fashionpedia,train2020,,13993,86265f419117c49d63170d3e5308caa3.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::13998,fashionpedia,train2020,,13998,a3ff15250c1860d1e44d61a299923897.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14001,fashionpedia,train2020,,14001,8184b067a9fb77ce040bdebb7d9ac8db.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14002,fashionpedia,train2020,,14002,09634e8a6d748c686fc64386417c1245.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14011,fashionpedia,train2020,,14011,68f574226e16cee7766d57ce2f1464de.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14012,fashionpedia,train2020,,14012,8fc606d377b0f8ea158d57a8b5e13841.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14013,fashionpedia,train2020,,14013,4c4381bc487195f9ab49d7f7981da632.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14014,fashionpedia,train2020,,14014,2ef98163273441b7c01f9668f4d87547.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14018,fashionpedia,train2020,,14018,8d96b0c1ec46737e187e80956921ce04.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14023,fashionpedia,train2020,,14023,e864ac266ee36fed9f1464fb58577367.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14024,fashionpedia,train2020,,14024,82692be3e78e8e0a22c795427b85dedf.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14026,fashionpedia,train2020,,14026,af0a81825694c08bbcab034a10569466.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14028,fashionpedia,train2020,,14028,4320699702bb7748bff104b8439c0eb5.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14030,fashionpedia,train2020,,14030,a52265a0f67e2570f8a3bda103f02dd6.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14031,fashionpedia,train2020,,14031,64d317cf9e8fee073e62cb57a14816b9.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14033,fashionpedia,train2020,,14033,336cdb2497945061c066130e7faa1737.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14034,fashionpedia,train2020,,14034,41b62623443ceb159ee665ae206787e0.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14036,fashionpedia,train2020,,14036,7e648c69aab2977e57ea04c9842b5a93.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14038,fashionpedia,train2020,,14038,005ccdb239e2d6cfe62506dd6eb5693e.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14045,fashionpedia,train2020,,14045,13b594f6a624d57154c1dc2ed624217a.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14054,fashionpedia,train2020,,14054,a8acb8c549a8de4fafa3973451713823.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14056,fashionpedia,train2020,,14056,dab07f7912860c668c1a61f7f096602c.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14063,fashionpedia,train2020,,14063,93572a06c3e0adb5b648fbc68d5c5d22.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14064,fashionpedia,train2020,,14064,51e4c8eaa30a4ba49156c60c345fac14.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14065,fashionpedia,train2020,,14065,94757b10e3edc42a6d6741270a557f8a.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14073,fashionpedia,train2020,,14073,d261d8b66d69b667e4923d59ecf40b8e.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14077,fashionpedia,train2020,,14077,91e3d09512f7a5c246c87aed4175a35d.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14081,fashionpedia,train2020,,14081,9766f8350a453fc2fff58b9cfcf2f536.jpg,,,1,1,3,new_val,false,true
fashionpedia::train2020::14084,fashionpedia,train2020,,14084,e1d8e922177c80557afa4263fe5c333d.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14085,fashionpedia,train2020,,14085,5126e3921657ca89b23dbab9fae47fad.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14091,fashionpedia,train2020,,14091,f4c5398e983d6dfbcd78c81c8e379837.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14093,fashionpedia,train2020,,14093,37ef6ac06404db12e7429af40ea628c5.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14094,fashionpedia,train2020,,14094,ffda5e31c14d323a2d09e59263b4f6a2.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14099,fashionpedia,train2020,,14099,2306011691f2dc540ffd4a6ece916176.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14101,fashionpedia,train2020,,14101,8833a02b7cae8f33e1f032e915c36889.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14106,fashionpedia,train2020,,14106,b40348e65f6a09bce39c2e896862366d.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14108,fashionpedia,train2020,,14108,f9e399aea3e430cccb4f668c40ec1a9f.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14109,fashionpedia,train2020,,14109,1feec2aeb81d3d2087e8abe39877e0cd.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14111,fashionpedia,train2020,,14111,5ae7601af16fb2a0052b5d742fbccf38.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14114,fashionpedia,train2020,,14114,1c377c87282e897b61047f64fd8be67c.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14117,fashionpedia,train2020,,14117,e71213118b5e01eeac2db341d3d0f0c1.jpg,,,1,1,3,new_val,false,true
fashionpedia::train2020::14124,fashionpedia,train2020,,14124,e20dbcd6c0ea6f6b81c26c03039e6a08.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14126,fashionpedia,train2020,,14126,e9d77067389acfaa2897de087ec279a1.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14127,fashionpedia,train2020,,14127,689923cd899354c81fb2c6e0c256f414.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14134,fashionpedia,train2020,,14134,d3acc956d760a20a953a05b018a095f9.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14137,fashionpedia,train2020,,14137,ebce16b0a59ac59e1981c08facf1ec05.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14138,fashionpedia,train2020,,14138,8dc40383ed66fae60e48456a82898130.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14139,fashionpedia,train2020,,14139,dc41b2df8ce9cdfea5e92cb339d73387.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14142,fashionpedia,train2020,,14142,cdf8b35a72c9c42a0699c19ee1f0ed89.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14143,fashionpedia,train2020,,14143,d5798ebc717eaaa6c0ae111672f329f7.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14145,fashionpedia,train2020,,14145,6884ce13b800bd1bcf6aa2d661e6031e.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14146,fashionpedia,train2020,,14146,e12be4305c64013a4f28e66d6aa80c32.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14151,fashionpedia,train2020,,14151,167014d6c659b42054544078e89b7f7e.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14152,fashionpedia,train2020,,14152,cd8a5c4b3b912be1d1f968b468d25a17.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14166,fashionpedia,train2020,,14166,6bac89c8cd9cfd6f3f94758c447fdb86.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14167,fashionpedia,train2020,,14167,12123b0b8f48d489c68e299db0d8608f.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14170,fashionpedia,train2020,,14170,73e8339559ac2c0eb09ce3effbcc1e1c.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14174,fashionpedia,train2020,,14174,463d4e2929945fc822d371bf0ed49056.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14175,fashionpedia,train2020,,14175,821ec1ae5ceb050717efa0bc85355f0b.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14176,fashionpedia,train2020,,14176,d1fa4c8b36274409836687112644a088.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14183,fashionpedia,train2020,,14183,a007d88447828dbe6b158b8160a3bfb6.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14185,fashionpedia,train2020,,14185,6206681bca1b2337d1e10450a941c87f.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14186,fashionpedia,train2020,,14186,f48bd7a6cc920d72d9648c0181658154.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14193,fashionpedia,train2020,,14193,a93819b75c2009156e787d2f08a15c74.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14194,fashionpedia,train2020,,14194,0d6f560c1fe83e4f9cb4108da1006be3.jpg,,,1,1,3,new_val,false,true
fashionpedia::train2020::14199,fashionpedia,train2020,,14199,d6ab7a84a18630b07b26776f0e69f7c0.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14201,fashionpedia,train2020,,14201,1ed6c9929e3570707a13bab7aabf5030.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14202,fashionpedia,train2020,,14202,ccf14172007525a28ef521293b669cef.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14207,fashionpedia,train2020,,14207,a271e7d0f55d06740698bab118382f0b.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14210,fashionpedia,train2020,,14210,817d13b7839dfbf59ddbe83d62f4b8ac.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14212,fashionpedia,train2020,,14212,2f3a312de73eb5ea3e702f66f972c638.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14213,fashionpedia,train2020,,14213,2ca60f67cf8da29517cda35e07e4d1d4.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14214,fashionpedia,train2020,,14214,6aebad011f3bbe3307a7197b6ae77ca4.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14215,fashionpedia,train2020,,14215,7068a3a81635387469156732687cc7ee.jpg,,,1,1,4,new_val,false,true
fashionpedia::train2020::14216,fashionpedia,train2020,,14216,0b84cca985cd26ed29d5d28f291672c3.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14218,fashionpedia,train2020,,14218,981b83b448c9afe5eecbd1aab31f4d6b.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14220,fashionpedia,train2020,,14220,9c5580fba1c35c1ee171bb46044128a9.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14222,fashionpedia,train2020,,14222,4139c32bd4942696f7cfcba90d9195d0.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14226,fashionpedia,train2020,,14226,9d977bbdc2a03b5d7698c9a9d1fade72.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14228,fashionpedia,train2020,,14228,8454ef08dd36ffa1eff9c13fd087a949.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14230,fashionpedia,train2020,,14230,6cf1b7fac8c0f21790428bf4203ab7bd.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14231,fashionpedia,train2020,,14231,d700f76cd8baf14ec5266ac0050267aa.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14233,fashionpedia,train2020,,14233,f8276a1d63c35821346f69645511fd46.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14234,fashionpedia,train2020,,14234,d782f1fbbd6dba28fe2820a059ec82af.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14238,fashionpedia,train2020,,14238,8f56d73f0807e6d68d40c7a3998018f0.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14241,fashionpedia,train2020,,14241,407d83e2d27670608d919ece8acc6373.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14244,fashionpedia,train2020,,14244,623cf5e339992d3c2474dbb83f69d080.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14249,fashionpedia,train2020,,14249,47d3615f5478b41de2af448bca78c3e0.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14250,fashionpedia,train2020,,14250,6e274d3de59e2c03458e810ccfcb2463.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14257,fashionpedia,train2020,,14257,035881e977bf0037fbe422ddca6adbe6.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14268,fashionpedia,train2020,,14268,be914f67171e98e345f96ae018658b52.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14270,fashionpedia,train2020,,14270,7e15a81ade3a13e0a68e9af945b6236e.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14272,fashionpedia,train2020,,14272,a652aa367623ff3e5845504ea6143c0e.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14274,fashionpedia,train2020,,14274,ea03c446f78d8d56e77fbe73afa4ddf6.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14278,fashionpedia,train2020,,14278,840d590a1bed253766d5e3cb8c1c8aec.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14281,fashionpedia,train2020,,14281,16f55e821c2226d766c142c2e9ae9899.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14283,fashionpedia,train2020,,14283,db7c93b8faaacfb9a2a8dad735fe52d8.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14284,fashionpedia,train2020,,14284,8959e38d72161583239e567cab3d046e.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14289,fashionpedia,train2020,,14289,0a29eb8a7317ed7d3c06091d7775dc30.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14290,fashionpedia,train2020,,14290,ddbb63592c48c7f2f463a170a89ad949.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14291,fashionpedia,train2020,,14291,5108b0c543820b824db9272e6cad8da6.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14292,fashionpedia,train2020,,14292,5df97363b9c27ea1fbfa7fe5792b04e5.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14293,fashionpedia,train2020,,14293,eb233ba9a294351cb1d597d9ce488c0d.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14295,fashionpedia,train2020,,14295,b0444932ab7fea5a501e2d39e2f255f0.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14297,fashionpedia,train2020,,14297,981640de1bf281ae00b098121fdc1398.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14298,fashionpedia,train2020,,14298,5621275483377cb8490aa4dd65b5cf96.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14300,fashionpedia,train2020,,14300,266c03a13f58635117faffeb031f81dd.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14306,fashionpedia,train2020,,14306,276f65816446c7924ef40ac6db9f4cc2.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14309,fashionpedia,train2020,,14309,ba479dbda840fcb4b930517ff5e94015.jpg,,,1,1,1,new_val,false,true
fashionpedia::train2020::14314,fashionpedia,train2020,,14314,e73c1865da1078058aeeb04873c3eaed.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14318,fashionpedia,train2020,,14318,b7f8dbe0d681671fc893c36728c234af.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14321,fashionpedia,train2020,,14321,536d99b2dc872aa7bbce42facedf2aa1.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14324,fashionpedia,train2020,,14324,11290aa2861d9108bfb3b79e1c6f8407.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14325,fashionpedia,train2020,,14325,65852746bf284dbadc9c0b5cab4af4e4.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14328,fashionpedia,train2020,,14328,9830a9dfda93c2ed8015fdf7ad370f31.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14329,fashionpedia,train2020,,14329,e2802d1f59f4cf6d94f3521a3ae15b25.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14330,fashionpedia,train2020,,14330,b8f538e52799a33e9787570fb670b4a0.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14334,fashionpedia,train2020,,14334,70b7f2252ccda497895e48cca01dae39.jpg,,,1,1,2,new_val,false,true
fashionpedia::train2020::14341,fashionpedia,train2020,,14341,df837c7f17ce8fd8782c3a3dc4bf71d3.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14343,fashionpedia,train2020,,14343,8bd90300d64dd50e23d8eb1d8f1f4b8d.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14345,fashionpedia,train2020,,14345,9455c5b02768065d0a997dc9b0bf1c69.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14350,fashionpedia,train2020,,14350,d3806655a3309232b950aca29340b246.jpg,,,1,1,4,train,true,true
fashionpedia::train2020::14354,fashionpedia,train2020,,14354,fb3d9f6c1bd922dc7d53a341f7f2b496.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14355,fashionpedia,train2020,,14355,758f6b0b1fe8a97bd041efbc5102af31.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14357,fashionpedia,train2020,,14357,5e7c76814d5eeebef2450387e99d2272.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14358,fashionpedia,train2020,,14358,9491460c9e802e982909d50e767461b9.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14361,fashionpedia,train2020,,14361,f7e1c87ca29b75a4e59263db1e0f59a1.jpg,,,1,1,2,train,true,true
fashionpedia::train2020::14368,fashionpedia,train2020,,14368,75aecea118f0546f756e1dadf6e724e3.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14369,fashionpedia,train2020,,14369,875d5b1824e2a1262feb6e63950cd4c2.jpg,,,1,1,1,train,true,true
fashionpedia::train2020::14372,fashionpedia,train2020,,14372,ac1caad328cdaf65584e3f971b1a40ff.jpg,,,1,1,3,train,true,true
fashionpedia::train2020::14375,fashionpedia,train2020,,14375,174c4a1acde8ea95d52626f529396a40.jpg,,,1,1,3,train,true,true
