dataset,source_subset,product_id,image_number,original_filename,crop_count,usage_split,used_for_training
fashion200k,fashion200k_bottoms,89344459,0,89344459_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89347549,2,89347549_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89348277,1,89348277_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89352145,0,89352145_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89353047,0,89353047_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89355501,0,89355501_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89360257,0,89360257_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89370965,0,89370965_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89372329,0,89372329_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89387561,0,89387561_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89389810,0,89389810_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89393068,0,89393068_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89397345,0,89397345_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89398388,0,89398388_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89399580,0,89399580_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89400148,0,89400148_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89401688,0,89401688_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89411043,3,89411043_3.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89429470,0,89429470_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89431209,2,89431209_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89442334,0,89442334_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89443109,2,89443109_2.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89452372,0,89452372_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89453175,0,89453175_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89455230,0,89455230_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89456643,1,89456643_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89456787,0,89456787_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89456916,0,89456916_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89457478,0,89457478_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89458783,0,89458783_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89460890,0,89460890_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89463921,1,89463921_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89467189,0,89467189_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89470617,1,89470617_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89473230,0,89473230_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89474192,0,89474192_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89480127,0,89480127_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89484947,1,89484947_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89495728,0,89495728_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89498284,0,89498284_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89520870,0,89520870_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89521886,0,89521886_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89523241,0,89523241_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89523354,0,89523354_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89523910,0,89523910_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89524161,3,89524161_3.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89524649,0,89524649_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89525157,0,89525157_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89525377,0,89525377_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89526696,0,89526696_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89533414,0,89533414_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89534020,0,89534020_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89541258,0,89541258_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89541278,0,89541278_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89542326,0,89542326_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89550214,0,89550214_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89550582,0,89550582_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89554360,0,89554360_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89554397,0,89554397_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89555431,0,89555431_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89558829,0,89558829_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89560852,0,89560852_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89561048,0,89561048_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89563002,0,89563002_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89567399,0,89567399_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89567948,0,89567948_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89568914,0,89568914_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89572555,1,89572555_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89578494,0,89578494_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89582635,0,89582635_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89583685,0,89583685_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89591800,0,89591800_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89594169,1,89594169_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89596138,0,89596138_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89597211,1,89597211_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89598701,0,89598701_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89602232,0,89602232_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89605602,0,89605602_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89606145,0,89606145_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89606779,0,89606779_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89606835,0,89606835_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89607893,0,89607893_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89607988,0,89607988_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89608202,0,89608202_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89609216,0,89609216_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89609264,0,89609264_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89609394,0,89609394_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89609909,0,89609909_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89610157,0,89610157_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89610449,0,89610449_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89610935,0,89610935_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89612088,0,89612088_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89613014,0,89613014_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89613113,0,89613113_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89613319,0,89613319_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89613394,0,89613394_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89614148,0,89614148_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89614229,0,89614229_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89614936,0,89614936_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89615158,0,89615158_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89615223,0,89615223_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89615694,0,89615694_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89615695,0,89615695_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89615789,0,89615789_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89616035,0,89616035_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89616483,0,89616483_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89616598,0,89616598_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89617040,0,89617040_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89617694,0,89617694_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89617814,0,89617814_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89617864,1,89617864_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89618047,0,89618047_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89618285,0,89618285_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89618480,0,89618480_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89618784,0,89618784_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89618790,0,89618790_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89618810,0,89618810_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89619199,0,89619199_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89619419,1,89619419_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89619462,0,89619462_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89619705,0,89619705_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89619715,0,89619715_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89620204,0,89620204_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89620602,0,89620602_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89621400,0,89621400_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89622170,0,89622170_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89622469,0,89622469_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89623023,0,89623023_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89625183,2,89625183_2.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89628399,0,89628399_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89628417,0,89628417_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89630891,0,89630891_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89634718,1,89634718_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89635254,0,89635254_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89641134,0,89641134_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89641478,0,89641478_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89642195,0,89642195_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89642278,1,89642278_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89642714,0,89642714_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89642846,0,89642846_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89643486,0,89643486_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89643551,0,89643551_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89646477,0,89646477_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89649446,0,89649446_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89651688,2,89651688_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89652155,0,89652155_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89657564,0,89657564_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89661244,0,89661244_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89661363,0,89661363_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89662222,0,89662222_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89662498,0,89662498_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89662986,0,89662986_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89667408,0,89667408_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89667986,1,89667986_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89668180,0,89668180_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89669060,0,89669060_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89670147,0,89670147_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89680465,0,89680465_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89680975,0,89680975_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89684307,0,89684307_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89686189,1,89686189_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89686387,0,89686387_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89686632,0,89686632_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89686638,0,89686638_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89687241,0,89687241_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89689266,0,89689266_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89689535,0,89689535_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89691423,0,89691423_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89695904,0,89695904_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89698679,0,89698679_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89703244,0,89703244_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89706398,1,89706398_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89715875,0,89715875_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89716090,0,89716090_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89717463,0,89717463_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89722756,2,89722756_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89725168,0,89725168_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89726980,0,89726980_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89731490,1,89731490_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89732869,0,89732869_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89734261,0,89734261_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89736161,1,89736161_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89737488,0,89737488_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89737808,0,89737808_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89746955,0,89746955_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89759945,0,89759945_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89768890,0,89768890_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89769293,0,89769293_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89770388,0,89770388_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89773856,0,89773856_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89777329,0,89777329_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89779613,0,89779613_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89782156,0,89782156_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89784788,0,89784788_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89785135,2,89785135_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89785559,0,89785559_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89794767,0,89794767_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89797179,0,89797179_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89797315,0,89797315_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89798533,0,89798533_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89802664,0,89802664_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89803122,0,89803122_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89804424,0,89804424_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89805323,0,89805323_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89807618,0,89807618_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89808321,0,89808321_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89817423,0,89817423_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89818247,0,89818247_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89823303,0,89823303_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89826311,0,89826311_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89830857,0,89830857_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89834874,0,89834874_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89834961,0,89834961_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89835584,0,89835584_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89836990,2,89836990_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89838148,0,89838148_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89841857,2,89841857_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89846330,2,89846330_2.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89852697,0,89852697_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89854513,0,89854513_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89856493,0,89856493_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89857589,0,89857589_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89858140,0,89858140_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89859913,0,89859913_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89862183,0,89862183_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89863504,2,89863504_2.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89864040,1,89864040_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89869889,0,89869889_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89873398,0,89873398_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89875594,0,89875594_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89876547,0,89876547_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89884580,1,89884580_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89884671,0,89884671_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89887423,0,89887423_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89888963,1,89888963_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89889493,0,89889493_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89889782,0,89889782_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89891800,0,89891800_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89892080,0,89892080_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89893762,0,89893762_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89895409,1,89895409_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89895764,0,89895764_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89895996,0,89895996_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89896354,0,89896354_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89896765,0,89896765_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89898387,0,89898387_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89901383,0,89901383_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89901480,0,89901480_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89902477,0,89902477_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89924605,0,89924605_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89929054,0,89929054_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89932893,0,89932893_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89932918,0,89932918_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89932980,0,89932980_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89933456,0,89933456_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89934096,0,89934096_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89935086,0,89935086_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89935196,0,89935196_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89943771,0,89943771_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89952526,0,89952526_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89954751,0,89954751_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89957406,0,89957406_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89957599,1,89957599_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89957824,1,89957824_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89957932,0,89957932_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89958030,1,89958030_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89958307,1,89958307_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89959676,0,89959676_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89959850,1,89959850_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89960134,0,89960134_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89961114,3,89961114_3.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89964802,1,89964802_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89965072,0,89965072_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89965851,0,89965851_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89965866,1,89965866_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89966468,2,89966468_2.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89967835,0,89967835_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89970148,0,89970148_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89972253,0,89972253_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89976657,0,89976657_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89978186,0,89978186_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89978680,0,89978680_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,89983469,0,89983469_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,89988306,0,89988306_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90003397,0,90003397_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90010901,0,90010901_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90020445,1,90020445_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90026803,0,90026803_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90027598,0,90027598_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90027650,0,90027650_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90029391,0,90029391_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90029465,0,90029465_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90030118,0,90030118_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90030802,0,90030802_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90031006,0,90031006_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90035779,0,90035779_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90040099,0,90040099_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90041248,0,90041248_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90047960,0,90047960_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90048073,0,90048073_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90048301,0,90048301_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90050152,0,90050152_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90050804,0,90050804_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90053059,1,90053059_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90056447,0,90056447_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90057326,1,90057326_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90059007,0,90059007_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90063244,0,90063244_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90063552,0,90063552_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90064769,0,90064769_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90066355,0,90066355_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90066488,0,90066488_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90067236,0,90067236_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90068006,0,90068006_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90068019,0,90068019_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90070620,0,90070620_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90077043,0,90077043_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90080041,0,90080041_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90085765,0,90085765_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90103939,0,90103939_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90107923,1,90107923_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90108158,0,90108158_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90109291,1,90109291_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90114129,0,90114129_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90116073,0,90116073_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90116923,0,90116923_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90120756,0,90120756_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90120781,0,90120781_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90121615,0,90121615_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90124036,0,90124036_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90124190,1,90124190_1.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90125367,0,90125367_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90126965,0,90126965_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90127493,0,90127493_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90127788,0,90127788_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90128727,0,90128727_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90130164,0,90130164_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90131868,0,90131868_0.jpeg,1,old_val,false
fashion200k,fashion200k_bottoms,90133023,1,90133023_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90136354,0,90136354_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90137024,1,90137024_1.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90137464,0,90137464_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90138785,0,90138785_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90140092,0,90140092_0.jpeg,1,train,true
fashion200k,fashion200k_bottoms,90140203,0,90140203_0.jpeg,1,train,true
