dataset,official_split,image_id,original_filename,source_shard,augmentation_round,selected,contributed_labels,selection_score,valid_crop_count,usage_split,used_for_training
fashionpedia,train2020,8186,dab8a99f75a9ad5bafd982464ba3bce2.jpg,1,3,true,category|쇼츠|collar|스탠드 칼라,6.548,2,train,true
fashionpedia,train2020,8191,c1d2f3e7679731d99cedd43b073fb552.jpg,1,3,true,pattern|스트라이프|neckline|보트넥,2.733,2,train,true
fashionpedia,train2020,8198,8123d5e7feb276e6e376b8ebb5d8acc2.jpg,1,3,true,neckline|보트넥|detail|스팽글,7.096,1,train,true
fashionpedia,train2020,8212,eb43a1604895e15d7caf7f44472cdedd.jpg,1,3,true,silhouette|A라인|detail|플리츠|pattern|플로럴,4.181,2,train,true
fashionpedia,train2020,8232,0b9772e1e845fbf713ebb27cf67e06dd.jpg,1,3,true,category|코트|detail|리본,2.794,3,train,true
fashionpedia,train2020,8246,71bfe8e1374ea227d3b80174adfc047d.jpg,1,3,true,neckline|라운드넥|upper_fit|오버핏|sleeve_length|7부 소매,9.128,1,train,true
fashionpedia,train2020,8263,13fc7156a6f442b0d47b84a2d70ca19e.jpg,1,3,true,lower_fit|슬림핏|upper_fit|오버핏|silhouette|비대칭|collar|셔츠 칼라,14.133,2,train,true
fashionpedia,train2020,8278,cededaf768d744c2cde384a13ef3a6a5.jpg,1,3,true,neckline|보트넥|lower_length|무릎 기장|silhouette|A라인|sleeve_shape|벨 소매,9.601,1,train,true
fashionpedia,train2020,8281,b283051582d8f0de913fa639b2e04a22.jpg,1,3,true,neckline|오프숄더,4.626,1,train,true
fashionpedia,train2020,8283,3adf38ed3916090850ab896e0222aef1.jpg,1,3,true,neckline|보트넥|detail|플리츠|pattern|플로럴|lower_fit|플레어핏,5.367,1,train,true
fashionpedia,train2020,8300,5c0aefeb999dac7281a9b0e1fae89842.jpg,1,3,true,category|코트|detail|리본|pattern|플로럴,4.035,3,train,true
fashionpedia,train2020,8325,3d12b49ed4191145b8f1dbddea2da8de.jpg,1,3,true,category|쇼츠|collar|스탠드 칼라,6.548,2,train,true
fashionpedia,train2020,8332,2a9fac49d551df240618d37f430ad612.jpg,1,3,true,pattern|체크|detail|프릴·러플|detail|플리츠,4.184,2,train,true
fashionpedia,train2020,8363,f378af6487935381c2389b9b7e91bb18.jpg,1,3,true,neckline|라운드넥|sleeve_length|7부 소매|lower_length|미디·7부 기장|lower_length|무릎 기장|detail|플리츠|pattern|플로럴,8.191,1,train,true
fashionpedia,train2020,8367,50ce61a048b59b515c63eb72923bd120.jpg,1,3,true,silhouette|A라인|pattern|스트라이프|silhouette|비대칭,4.125,1,train,true
fashionpedia,train2020,8464,2675135b4d919d3d5847fa45dac4672c.jpg,1,3,true,pattern|스트라이프|detail|플리츠|pattern|도트,8.169,1,train,true
fashionpedia,train2020,8480,926dbc9afb510cc5643e30bd44ff00ef.jpg,1,3,true,category|쇼츠|detail|프릴·러플|detail|플리츠,4.05,2,train,true
fashionpedia,train2020,8488,1052abc7bd7d8a0f8d02a8c9a67414e8.jpg,1,3,true,pattern|체크|detail|프릴·러플,2.689,1,train,true
fashionpedia,train2020,8495,d0fd12a789e0e6b4715d15d6ccb84b8b.jpg,1,3,true,sleeve_shape|퍼프 소매|detail|프릴·러플,7.602,1,train,true
fashionpedia,train2020,8548,b7c082374bba0dc89d797b362c50c016.jpg,1,3,true,collar|스탠드 칼라,5.388,3,train,true
fashionpedia,train2020,8564,84910b6fa7843f7562965f6f79a06cd3.jpg,1,3,true,neckline|홀터넥,4.653,1,train,true
fashionpedia,train2020,8576,7f722ca5e05ba919a685b208a0927831.jpg,1,3,true,pattern|스트라이프|upper_fit|오버핏,7.762,1,train,true
fashionpedia,train2020,8614,abef59b388d2e802d368beb009906c3f.jpg,1,3,true,pattern|체크|category|셔츠|upper_fit|오버핏|upper_fit|여유핏|category|재킷|collar|셔츠 칼라|collar|라펠 칼라,14.43,3,train,true
fashionpedia,train2020,8618,877e814dbd120543e51fec1be072be16.jpg,1,3,true,upper_fit|오버핏|collar|셔츠 칼라,7.733,2,train,true
fashionpedia,train2020,8620,cddb4c356570a3526369f4024dbaa41b.jpg,1,3,true,neckline|라운드넥|lower_length|미디·7부 기장|lower_fit|스트레이트핏|lower_length|무릎 기장|pattern|도트,10.827,1,train,true
fashionpedia,train2020,8623,6862cbfe6325998f71864ab778fd4ba6.jpg,1,3,true,category|쇼츠|collar|칼라 없음,6.802,2,train,true
fashionpedia,train2020,8672,87311d522d4cb9a7a0212b60e0874618.jpg,1,3,true,silhouette|A라인|detail|플리츠|sleeve_shape|캡 소매,4.21,1,train,true
fashionpedia,train2020,8681,e75403910455ab0da43c2e11b46dd80b.jpg,1,3,true,neckline|라운드넥|lower_length|미디·7부 기장|collar|스탠드 칼라,7.96,3,train,true
fashionpedia,train2020,8693,97149fb3ecc9ce2f147b3c4074542ce8.jpg,1,3,true,detail|리본|silhouette|A라인|neckline|V넥,4.154,1,train,true
fashionpedia,train2020,8716,860caf48f36a6350a45849007c298dd8.jpg,1,3,true,pattern|스트라이프|lower_fit|와이드핏,6.309,2,train,true
fashionpedia,train2020,8717,a8e87111ede741e60806f4fd9b3a94a1.jpg,1,3,true,pattern|체크|detail|플리츠,2.789,3,train,true
fashionpedia,train2020,8727,0166ff9a6bdb06a6d5bb432d80d9e25a.jpg,1,3,true,category|코트|collar|라펠 칼라|neckline|터틀넥,7.606,2,train,true
fashionpedia,train2020,8769,bcbefd4c9125a5e3581674e4445c15a5.jpg,1,3,true,neckline|홀터넥|pattern|플로럴,5.895,2,train,true
fashionpedia,train2020,8779,4d27b8e7b9fe3abc7695e81c8dbd32ea.jpg,1,3,true,upper_fit|오버핏|lower_length|무릎 기장|silhouette|비대칭,9.172,1,train,true
fashionpedia,train2020,8819,9c79a3c05d0da490f3fca35f6f25c30c.jpg,1,3,true,sleeve_length|7부 소매|lower_fit|와이드핏|collar|셔츠 칼라,7.711,3,train,true
fashionpedia,train2020,8826,810971395fd46d39397592fe4a730a8b.jpg,1,3,true,category|코트|upper_fit|오버핏|neckline|V넥,8.934,2,train,true
fashionpedia,train2020,8839,fbe862ae50ed2ccc5649df1fb75d90e6.jpg,1,3,true,detail|프릴·러플|detail|플리츠,2.89,1,train,true
fashionpedia,train2020,8841,3f19f007e342f40ca86dd5dd0cc66284.jpg,1,3,true,neckline|라운드넥|lower_fit|스트레이트핏|lower_length|무릎 기장|pattern|도트,9.553,2,train,true
fashionpedia,train2020,8848,b86bcc82115445c7d04aa517d09213b8.jpg,1,3,true,pattern|스트라이프|detail|플리츠,2.857,2,train,true
fashionpedia,train2020,8863,4faae23852604b3beabf9008cee5c976.jpg,1,3,true,silhouette|A라인|detail|플리츠|pattern|플로럴,4.181,1,train,true
fashionpedia,train2020,8874,ad2a97261d63c0dc941df743f3d23629.jpg,1,3,true,silhouette|A라인|neckline|홀터넥|pattern|플로럴,7.34,1,train,true
fashionpedia,train2020,8881,a7f2c244cfd8b8ac180b81e29def17da.jpg,1,3,true,neckline|보트넥|detail|플리츠|pattern|플로럴,4.108,1,train,true
fashionpedia,train2020,8888,2c5303a142d7a52a67f1807e5eaa2ddd.jpg,1,3,true,pattern|스트라이프|detail|플리츠,2.857,1,train,true
fashionpedia,train2020,8905,e95801f46d2ba693d160419922d3662a.jpg,1,3,true,neckline|라운드넥|upper_fit|오버핏|lower_length|미디·7부 기장,8.972,2,train,true
fashionpedia,train2020,8913,7f3a551fad9b9e14bb8908e7ef18f9fb.jpg,1,3,true,detail|프릴·러플|neckline|V넥,2.62,2,train,true
fashionpedia,train2020,8923,add9e42262864c872463881f0eb80b1c.jpg,1,3,true,pattern|체크|silhouette|A라인|detail|플리츠,4.233,2,train,true
fashionpedia,train2020,8933,9d501c23010ed5ae3878662852d44e3e.jpg,1,3,true,category|쇼츠|collar|칼라 없음,6.802,2,train,true
fashionpedia,train2020,8944,62e1f182805ce974aac543383a940db1.jpg,1,3,true,detail|스팽글,5.725,1,train,true
fashionpedia,train2020,8964,49150cd9e9a044acbe3c05bbe75d4557.jpg,1,3,true,detail|프릴·러플|neckline|터틀넥|pattern|플로럴,7.694,2,train,true
fashionpedia,train2020,8999,66de6e475c0882b4ec437a62a0dbc25c.jpg,1,3,true,detail|플리츠|pattern|플로럴|lower_fit|플레어핏,3.995,1,train,true
fashionpedia,train2020,9006,fa595826f8781c7b83b237ebd733d951.jpg,1,3,true,category|코트|upper_fit|오버핏|lower_length|미디·7부 기장|lower_length|무릎 기장,10.436,3,train,true
fashionpedia,train2020,9010,a5c5914f6566e5145289964dc0529643.jpg,1,3,true,neckline|보트넥|silhouette|A라인|silhouette|비대칭,4.135,1,train,true
fashionpedia,train2020,9025,a501102ba57980c9386e97c9b9b74005.jpg,1,3,true,lower_fit|슬림핏|neckline|라운드넥|lower_fit|와이드핏|upper_fit|여유핏|detail|플리츠|silhouette|비대칭,15.725,2,train,true
fashionpedia,train2020,9033,1bb714675234119d6a1016314d73e76f.jpg,1,3,true,detail|리본|silhouette|비대칭,2.803,2,train,true
fashionpedia,train2020,9053,520dc2b1de877ad9d4226c729baf7e83.jpg,1,3,true,pattern|스트라이프|detail|후드,2.679,2,train,true
fashionpedia,train2020,9070,93ceff0edfc80b0157c3dd20fd961923.jpg,1,3,true,pattern|체크|neckline|보트넥,2.665,1,train,true
fashionpedia,train2020,9101,d0df784edcc456a134f05a7bf93ad7c6.jpg,1,3,true,collar|스탠드 칼라,5.388,3,train,true
fashionpedia,train2020,9162,bb12e51dc9421d130775dac0eb305691.jpg,1,3,true,silhouette|비대칭|detail|플리츠,2.814,1,train,true
fashionpedia,train2020,9171,0179e65dfa2e2954c32498588a98cebf.jpg,1,3,true,pattern|스트라이프|silhouette|A라인|pattern|플로럴,4.048,1,train,true
fashionpedia,train2020,9176,f5d8766eb0e64ab7313b5c17d030779a.jpg,1,3,true,pattern|체크|lower_fit|와이드핏|collar|라펠 칼라,7.481,2,train,true
fashionpedia,train2020,9189,f6e8828c9255d29ebfaf1995651be29c.jpg,1,3,true,category|코트|lower_fit|와이드핏|pattern|플로럴,7.499,3,train,true
fashionpedia,train2020,9191,fd1f20af00cb3bb563bd7aa44fced169.jpg,1,3,true,pattern|스트라이프|silhouette|A라인|pattern|도트,8.118,1,train,true
fashionpedia,train2020,9194,252869234c61ae276a8dfad8d507d1e3.jpg,1,3,true,sleeve_shape|캡 소매|detail|플리츠|neckline|V넥,3.991,1,train,true
fashionpedia,train2020,9195,9ab386c7a86d764a22ad43b5ef254235.jpg,1,3,true,pattern|스트라이프|lower_fit|스트레이트핏|pattern|도트|silhouette|A라인,9.609,2,train,true
fashionpedia,train2020,9208,d56bfbc011c42e66384f1e1549b25f79.jpg,1,3,true,detail|플리츠|silhouette|비대칭,2.814,2,train,true
fashionpedia,train2020,9215,7fdedc05a8322039fc939fe371b69006.jpg,1,3,true,pattern|스트라이프|lower_fit|와이드핏|collar|라펠 칼라,7.549,2,train,true
fashionpedia,train2020,9237,a22d18408b91579abe2c1439cb5e0877.jpg,1,3,true,pattern|스트라이프|lower_fit|와이드핏,6.309,2,train,true
fashionpedia,train2020,9262,616d765fecd4364f6ea0373e36306a5d.jpg,1,3,true,detail|프릴·러플|neckline|V넥,2.62,1,train,true
fashionpedia,train2020,9282,5559c0c61ecc6821cb19c6d496876d9a.jpg,1,3,true,detail|후드|detail|플리츠|lower_fit|플레어핏,11.798,2,train,true
fashionpedia,train2020,9285,34236697b1f790ba5ad4f5d52abfe745.jpg,1,3,true,pattern|스트라이프|lower_fit|와이드핏,6.309,2,train,true
fashionpedia,train2020,9319,380695bed00f45c98b332a02269e2c84.jpg,1,3,true,pattern|스트라이프|detail|프릴·러플,2.757,2,train,true
fashionpedia,train2020,9323,ab72bbd0dab5b2b414273d1bee2b10cf.jpg,1,3,true,category|점프수트,4.536,1,train,true
fashionpedia,train2020,9325,2928e40d66580561226326d400ea0594.jpg,1,3,true,pattern|스트라이프|lower_length|미디·7부 기장|lower_fit|와이드핏,7.584,2,train,true
fashionpedia,train2020,9335,46301be5e7eddae3183c2c6fb38b0c21.jpg,1,3,true,neckline|라운드넥|lower_length|무릎 기장|silhouette|A라인|pattern|플로럴|pattern|도트,10.749,1,train,true
fashionpedia,train2020,9378,469d928410987849bcbe5b1b3f1ab951.jpg,1,3,true,lower_fit|와이드핏|neckline|V넥,6.172,2,train,true
fashionpedia,train2020,9392,53acc4b539177d87f2769868c070e76d.jpg,1,3,true,detail|프릴·러플|neckline|V넥,2.62,1,train,true
fashionpedia,train2020,9408,adfe1e7cf0588ccaf83055ba2574c446.jpg,1,3,true,pattern|스트라이프|detail|플리츠,2.857,1,train,true
fashionpedia,train2020,9439,35de223305fee891da158e7a7e27f8bb.jpg,1,3,true,neckline|V넥|silhouette|비대칭,2.544,1,train,true
fashionpedia,train2020,9463,7170b237cadb93c396b083be8106b389.jpg,1,3,true,neckline|보트넥|lower_fit|와이드핏|silhouette|비대칭,7.638,2,train,true
fashionpedia,train2020,9489,976f852f68b15337717a423e2aacd048.jpg,1,3,true,neckline|터틀넥,5.058,2,train,true
fashionpedia,train2020,9520,25d9bf4dcc995cd6222b2f6f431df13c.jpg,1,3,true,category|쇼츠|collar|폴로 칼라,13.524,2,train,true
fashionpedia,train2020,9523,a11c02be4eec8746ce31ca66b211fcf7.jpg,1,3,true,pattern|체크|neckline|V넥,2.519,3,train,true
fashionpedia,train2020,9535,e4df39a4352b5226ccf47b5d96c78e30.jpg,1,3,true,detail|프릴·러플|detail|플리츠,2.89,1,train,true
fashionpedia,train2020,9558,994178d2f8acee453589747cf0f8a652.jpg,1,3,true,lower_length|미디·7부 기장|lower_length|무릎 기장|pattern|도트,8.039,1,train,true
fashionpedia,train2020,9589,027c0ad5eca53fc2570012428623b0f9.jpg,1,3,true,category|쇼츠|category|니트,2.518,2,train,true
fashionpedia,train2020,9607,e4d5ace2afd253a04dad65fc236358c5.jpg,1,3,true,upper_fit|오버핏|lower_fit|와이드핏|upper_fit|여유핏,12.932,2,train,true
fashionpedia,train2020,9638,4ad152db453a26194ac53216dd9f0d60.jpg,1,3,true,pattern|스트라이프|lower_fit|와이드핏|neckline|V넥,7.534,2,train,true
fashionpedia,train2020,9647,b5ebbd65f2e36eb0a0fdad6314319ac5.jpg,1,3,true,category|셔츠|collar|피터팬 칼라,20.333,2,train,true
fashionpedia,train2020,9657,a0ee7af5ddbf36122b1fc58f7644b790.jpg,1,3,true,neckline|스퀘어넥|sleeve_length|7부 소매|category|재킷|collar|라펠 칼라,9.945,3,train,true
fashionpedia,train2020,9671,c84c3409f2da98f74e7e6279d4bb234e.jpg,1,3,true,pattern|스트라이프|detail|프릴·러플|detail|플리츠,4.252,2,train,true
fashionpedia,train2020,9693,3babe892271bf0f639ae9e350f90fa24.jpg,1,3,true,detail|리본|detail|플리츠,2.979,1,train,true
fashionpedia,train2020,9713,a1a561d84711b4bbe63f8db4f8c254a1.jpg,1,3,true,neckline|보트넥|lower_fit|와이드핏,6.319,2,train,true
fashionpedia,train2020,9736,3d4832f1fbf272c512bd172346467772.jpg,1,3,true,category|쇼츠|neckline|보트넥,2.532,2,train,true
fashionpedia,train2020,9745,1874544733f9b11f236154d77faf87c9.jpg,1,3,true,neckline|보트넥|detail|리본,2.856,1,train,true
fashionpedia,train2020,9750,99b27109cb95474c7485a74645f4af24.jpg,1,3,true,detail|프릴·러플|detail|플리츠,2.89,1,train,true
fashionpedia,train2020,9784,1d95b56bdd592ffdb25c02cf0f4301d7.jpg,1,3,true,sleeve_shape|퍼프 소매,6.207,1,train,true
fashionpedia,train2020,9785,8417c8b605925e959fb77569c70e2b18.jpg,1,3,true,detail|프릴·러플|pattern|도트,2.723,1,train,true
fashionpedia,train2020,9811,cc10c6464349313548180a903fccb62b.jpg,1,3,true,sleeve_shape|벌룬 소매|detail|리본|silhouette|A라인,8.543,1,train,true
fashionpedia,train2020,9817,8d216e53d4cc4ee41ebb158840e663fa.jpg,1,3,true,pattern|스트라이프|neckline|보트넥|silhouette|A라인,4.178,2,train,true
fashionpedia,train2020,9821,a8355141a04ed37d271a54b009fa8378.jpg,1,3,true,lower_fit|와이드핏,4.948,2,train,true
fashionpedia,train2020,9827,25f79405544a8177a3a5d487d989a09a.jpg,1,3,true,pattern|스트라이프|neckline|보트넥,2.733,2,train,true
fashionpedia,train2020,9840,7299fe2d86e24d82f4ae5f15659ab2e1.jpg,1,3,true,detail|플리츠|silhouette|비대칭,2.814,1,train,true
fashionpedia,train2020,9858,cd40dfa95b90b37c31cc9772a8ee32e5.jpg,1,3,true,detail|플리츠|neckline|V넥|pattern|도트,8.032,1,train,true
fashionpedia,train2020,9899,0d6bb87e14e2331aca38d53c9e493ab4.jpg,1,3,true,neckline|터틀넥,5.058,1,train,true
fashionpedia,train2020,9905,39c1a48a78a8dccfdcc24c7826bcbee2.jpg,1,3,true,detail|플리츠|silhouette|비대칭,2.814,1,train,true
fashionpedia,train2020,9954,90f039c6277091df507719ce891a4d9c.jpg,1,3,true,sleeve_length|7부 소매|collar|스탠드 칼라,6.818,2,train,true
fashionpedia,train2020,10034,c664cbc05f8eca79ceba9344f1a67f28.jpg,1,3,true,category|코트|detail|플리츠,2.804,2,train,true
fashionpedia,train2020,10096,c38462f4be1f889af48eb0d105a0f709.jpg,1,3,true,lower_fit|슬림핏|pattern|체크|lower_length|미디·7부 기장|sleeve_shape|퍼프 소매|collar|라펠 칼라|lower_fit|스트레이트핏|category|재킷,13.932,2,train,true
fashionpedia,train2020,10100,11bfcc6dc46e9ae2f09a1724a2d560c8.jpg,1,3,true,category|쇼츠|silhouette|X라인|pattern|플로럴|lower_fit|플레어핏,5.027,2,train,true
fashionpedia,train2020,10120,db9155ed6f41a9d707ec971eb9e9403e.jpg,1,3,true,detail|프릴·러플|detail|플리츠,2.89,1,train,true
fashionpedia,train2020,10132,26f43c482c880c433a0b5791db35f88e.jpg,1,3,true,category|셔츠|lower_length|미디·7부 기장|lower_length|무릎 기장|category|재킷|collar|셔츠 칼라|lower_fit|플레어핏|collar|라펠 칼라,12.912,3,train,true
fashionpedia,train2020,10173,a4cf02f5c73f61b9902baa8c2b6caecd.jpg,1,3,true,neckline|보트넥|detail|프릴·러플,2.766,1,train,true
fashionpedia,train2020,10200,e9ac2db08479ba1158a9e1632ad947b5.jpg,1,3,true,detail|리본|detail|플리츠,2.979,1,train,true
fashionpedia,train2020,10207,8c9171cc52ae888dc6ea60475689de4b.jpg,1,3,true,material|가죽|silhouette|비대칭,19.848,1,train,true
fashionpedia,train2020,10218,5155ba4c2b210de57f661e014bc07cde.jpg,1,3,true,pattern|체크|detail|플리츠,2.789,2,train,true
fashionpedia,train2020,10231,162a81e5d965cac2d21b5bca0f4383e3.jpg,1,3,true,upper_fit|오버핏,6.4,2,train,true
fashionpedia,train2020,10257,8ab7b06c214076a244513d8d88c52f4c.jpg,1,3,true,detail|플리츠|silhouette|비대칭,2.814,1,train,true
fashionpedia,train2020,10274,8867558f0aafe93dcb4cf32f6751ecec.jpg,1,3,true,pattern|체크|detail|플리츠|lower_fit|플레어핏,4.048,2,train,true
fashionpedia,train2020,10292,fb976f33f3e7777ae4383d7564747570.jpg,1,3,true,sleeve_length|7부 소매|pattern|도트|silhouette|A라인,8.186,2,train,true
fashionpedia,train2020,10293,71ce42f0ef73bb819d442e03d41a1788.jpg,1,3,true,detail|플리츠|silhouette|X라인|lower_fit|플레어핏,4.12,1,train,true
fashionpedia,train2020,10318,4a80c165449a4dc60ed1e76b0005d2f9.jpg,1,3,true,detail|프릴·러플|neckline|V넥,2.62,1,train,true
fashionpedia,train2020,10341,230a9455da2855cab28144c8b919875f.jpg,1,3,true,neckline|터틀넥,5.058,3,train,true
fashionpedia,train2020,10370,6ba251725808b3d0ddcec9ab8510c954.jpg,1,3,true,detail|플리츠|pattern|도트,2.823,1,train,true
fashionpedia,train2020,10387,6ab73838896c41cb87ccd7d42e3aa0f1.jpg,1,3,true,category|코트|pattern|체크|silhouette|A라인,4.048,2,train,true
fashionpedia,train2020,10403,0e5bf2c115ddfa7935b64ffded75f8c0.jpg,1,3,true,collar|라펠 칼라|silhouette|A라인|collar|스탠드 칼라,8.072,2,train,true
fashionpedia,train2020,10406,173ce320064193b5a63509495729bda5.jpg,1,3,true,pattern|스트라이프|lower_fit|플레어핏|detail|플리츠,4.115,1,train,true
fashionpedia,train2020,10492,8b8fa7a4cedad5a03270f06b3b2f6eff.jpg,1,3,true,pattern|스트라이프|silhouette|A라인|sleeve_shape|캡 소매,4.077,1,train,true
fashionpedia,train2020,10520,5ed6d172f06f2605e52a97d0f3ece3ca.jpg,1,3,true,silhouette|A라인|detail|플리츠|pattern|플로럴,4.181,2,train,true
fashionpedia,train2020,10521,173bcbb18722ccb5114ae2db005f877c.jpg,1,3,true,detail|플리츠|neckline|V넥|sleeve_shape|캡 소매,3.991,2,train,true
fashionpedia,train2020,10536,c86d19025ca010fb8b9991dba9aac15c.jpg,1,3,true,upper_fit|오버핏|category|코트,7.709,1,train,true
fashionpedia,train2020,10549,2812d42ff456afe63c7922dc6782a09b.jpg,1,3,true,pattern|스트라이프|lower_length|미디·7부 기장|silhouette|A라인|neckline|V넥,5.305,2,train,true
fashionpedia,train2020,10601,8513598cdc6d191216c6b6f7486c61ad.jpg,1,3,true,collar|스탠드 칼라,5.388,2,train,true
fashionpedia,train2020,10690,3197f6ade4ddc0b6b871943ff288cac8.jpg,1,3,true,collar|스탠드 칼라,5.388,2,train,true
fashionpedia,train2020,10711,1a9e965678f9482cd10b00e634050cc5.jpg,1,3,true,neckline|보트넥|detail|플리츠,2.866,2,train,true
fashionpedia,train2020,10721,3df9e09f4735167f3d2785e3f09af8ea.jpg,1,3,true,category|코트|neckline|라운드넥|lower_length|미디·7부 기장|lower_length|무릎 기장|silhouette|X라인|lower_fit|플레어핏,11.735,2,train,true
fashionpedia,train2020,10752,69498e788ce6860296682f0ddf75ee93.jpg,1,3,true,neckline|스퀘어넥,5.972,1,train,true
fashionpedia,train2020,10768,d3604cd54f018cfe25cb77ab556ef00e.jpg,1,3,true,sleeve_length|7부 소매|lower_fit|와이드핏,6.378,3,train,true
fashionpedia,train2020,10769,7a9c31788998807edb095e5ac716d996.jpg,1,3,true,category|코트|detail|플리츠,2.804,2,train,true
fashionpedia,train2020,10789,287393f7156912ccddb62510c15bfad9.jpg,1,3,true,detail|리본|lower_fit|플레어핏,2.743,2,train,true
fashionpedia,train2020,10793,2a868b86eb6f7cbae6c0816487260d00.jpg,1,3,true,detail|플리츠|silhouette|비대칭|pattern|플로럴,4.056,2,train,true
fashionpedia,train2020,10800,e5310148588a1bdc82585093c416dfd6.jpg,1,3,true,pattern|체크|lower_fit|와이드핏,6.242,2,train,true
fashionpedia,train2020,10823,93965150d33a1a45fd50411b8bd993fd.jpg,1,3,true,detail|플리츠|silhouette|비대칭|silhouette|X라인|lower_fit|플레어핏|collar|라펠 칼라,14.412,1,train,true
fashionpedia,train2020,10829,7266b640a09da00c2854dc479283c074.jpg,1,3,true,detail|프릴·러플|neckline|V넥,2.62,1,train,true
fashionpedia,train2020,10833,d359fd5a12d1ac7493c0f2f17a3d81c7.jpg,1,3,true,lower_length|미디·7부 기장|lower_fit|와이드핏,6.222,2,train,true
fashionpedia,train2020,10842,23e3e4f734b2eb425325143ab741ba9e.jpg,1,3,true,category|코트|material|퍼·플리스|lower_length|미디·7부 기장|collar|셔츠 칼라,8.256,3,train,true
fashionpedia,train2020,10875,720a7a0440aa49ad63f63010107d8fd0.jpg,1,3,true,sleeve_length|7부 소매|pattern|플로럴|collar|스탠드 칼라,8.059,2,train,true
fashionpedia,train2020,10921,07590af91ff708687ac8c21cdf111926.jpg,1,3,true,collar|칼라 없음,5.641,1,train,true
fashionpedia,train2020,10935,3a34dce90d287452d0235aead308b802.jpg,1,3,true,lower_fit|슬림핏|pattern|카모|category|재킷|collar|셔츠 칼라,18.426,3,train,true
fashionpedia,train2020,10944,574cd2ad6b40a48a32f1b4640f05edf5.jpg,1,3,true,detail|프릴·러플|silhouette|A라인|silhouette|비대칭,4.158,1,train,true
fashionpedia,train2020,10960,ddd369a992b6781866dfac0ba1e9781d.jpg,1,3,true,neckline|보트넥|detail|플리츠,2.866,1,train,true
fashionpedia,train2020,10963,9cba481590be5be301d1c43220670b8f.jpg,1,3,true,neckline|오프숄더|detail|프릴·러플|pattern|플로럴,7.263,1,train,true
fashionpedia,train2020,10967,569cd46ccfbb3691574e7e5281f2eb93.jpg,1,3,true,detail|리본|silhouette|비대칭,2.803,2,train,true
fashionpedia,train2020,10968,f9633749641995381ff42d72352bafe2.jpg,1,3,true,neckline|터틀넥,5.058,1,train,true
fashionpedia,train2020,10970,44df18f99270fd58b0fa119f21c1bd78.jpg,1,3,true,neckline|라운드넥|lower_length|무릎 기장|silhouette|A라인|pattern|도트,9.507,1,train,true
fashionpedia,train2020,10989,309970220dea1eca36d3754fefcb7e4d.jpg,1,3,true,category|코트|silhouette|A라인|detail|플리츠,4.249,2,train,true
fashionpedia,train2020,10990,fb33396db8608199b4aab4ec397eba97.jpg,1,3,true,category|코트|pattern|스트라이프|neckline|라운드넥|detail|후드|lower_fit|스트레이트핏|silhouette|H라인|upper_fit|여유핏,13.564,3,train,true
fashionpedia,train2020,11006,505a15b8de4afe044f37d39eaa86d9d7.jpg,1,3,true,category|셔츠|lower_fit|와이드핏|upper_fit|여유핏|collar|스탠드 칼라,13.195,2,train,true
fashionpedia,train2020,11010,b2193271ffae19b0dcaf9db6a896a93a.jpg,1,3,true,pattern|스트라이프|detail|플리츠,2.857,2,train,true
fashionpedia,train2020,11017,99259e6585443b14d48db2eb71ee7109.jpg,1,3,true,detail|프릴·러플|detail|플리츠,2.89,1,train,true
fashionpedia,train2020,11039,afa40984e3759302d9a9c4ab905fa028.jpg,1,3,true,neckline|홀터넥|pattern|스트라이프,6.015,1,train,true
fashionpedia,train2020,11042,87a7e0c6841c18fd66cbaf15af6400b3.jpg,1,3,true,category|쇼츠|silhouette|비대칭,2.48,2,train,true
fashionpedia,train2020,11085,75435777fb693fc7a1aeca4f3fae4f99.jpg,1,3,true,collar|스탠드 칼라,5.388,3,train,true
fashionpedia,train2020,11103,fe7b31d5f0f5b0b20199abd27fe98f6c.jpg,1,3,true,silhouette|X라인|pattern|스트라이프|pattern|플로럴|lower_fit|플레어핏,5.228,1,train,true
fashionpedia,train2020,11126,4a48fc06aa44cc1b5150a87851c6598c.jpg,1,3,true,pattern|체크|pattern|그래픽,2.701,2,train,true
fashionpedia,train2020,11157,114647ced37fb22a2555bb9dbdafab1c.jpg,1,3,true,detail|플리츠|collar|스탠드 칼라,6.883,1,train,true
fashionpedia,train2020,11179,21dde63df8ba28b9858727c41463f00e.jpg,1,3,true,lower_fit|슬림핏|sleeve_length|7부 소매|lower_length|무릎 기장|neckline|V넥|lower_fit|플레어핏|pattern|도트,15.577,2,train,true
fashionpedia,train2020,11183,483666a6e44d5f62770be4f4c3fc683e.jpg,1,3,true,pattern|체크|neckline|V넥,2.519,2,train,true
fashionpedia,train2020,11186,9207074d2225c8b8c51c65ac91b8d318.jpg,1,3,true,category|코트|detail|후드,6.578,2,train,true
fashionpedia,train2020,11197,c76ace6d1a906da573a4c9fa7c7f4e3c.jpg,1,3,true,category|코트|sleeve_length|7부 소매|lower_fit|스트레이트핏|upper_fit|여유핏|collar|칼라 없음,11.456,3,train,true
fashionpedia,train2020,11199,d0c14188313179dac499039ddc274bc1.jpg,1,3,true,pattern|스트라이프|detail|프릴·러플,2.757,2,train,true
fashionpedia,train2020,11248,3641ab43f8ed856bf4690e0231480b33.jpg,1,3,true,detail|플리츠|silhouette|X라인|lower_fit|플레어핏,4.12,1,train,true
