product_id,category,name,brand_name,brand,image_url,url,image_sha256,cut_type,cut_reviewer,cut_reviewed_at,gold_item_type,gold_fit,gold_length,gold_material,human_reviewer,reviewed_at,label_evidence,label_source,ai_reviewer,ai_reviewed_at,seller_evidence_url,seller_evidence_sha256,review_artifact_sha256
MS5901879,bottom,핀턱 D링 스웻팬츠 (블랙),테이크이지,takeasy,https://image.msscdn.net/images/goods_img/20260116/5901879/5901879_17731059125843_500.jpg,https://www.musinsa.com/products/5901879,dce84de0c153e0ac8e3b8979addfb37afe3db626751d145b063271388905cc2b,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,트레이닝 바지의 넓은 양 다리와 신발 위까지 내려오는 밑단. 소재 조성 미확인.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/5901879,6dee5219c00cb931778c6dc8d48e7015469a6dbfa7b9ccfc6790c14604ceb73f,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7161042,bottom,VLAD 원턱 커브드 트랙 팬츠_(3심볼 저지) 블랙&아이보리,디미트리블랙,dimitriblack,https://image.msscdn.net/images/goods_img/20260825/7161042/7161042_17879097376793_500.png,https://www.musinsa.com/products/7161042,8cd490518ea5507d6e0144e0619c74f440a3eb893edadcec13beac641759af68,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,옆줄 트레이닝 바지의 넓은 다리와 바닥 부근 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7161042,36a9e982c32bdf42c096e892d2ee054c302ea9d65b19ec6e803297922d18428d,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS6907192,bottom,Vintage Rugged Grain Double-Knee Pants,9999아카이브,9999archive,https://image.msscdn.net/images/goods_img/20260723/6907192/6907192_17884164484415_500.jpg,https://www.musinsa.com/products/6907192,8d34be5c4dc2cf1abf51996d0bb6535e5ac801eb0c6e8a03933714fc7b5035a3,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,와이드핏,롱·긴바지 기장,코튼,,,"판매자 코튼 팬츠 분류. 무릎과 종아리에 넓은 여유, 발등 위 밑단.",ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/6907192,761aba5d7e1bd5d55fe98996be7e8c1e3f0f65edc123d097aea9b5aa5f44137f,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7156288,bottom,로웰 커브드 벨티드 슬랙스 (블랙),그레이블러밧,grayblvd,https://image.msscdn.net/images/goods_img/20260825/7156288/7156288_17876354490053_500.jpg,https://www.musinsa.com/products/7156288,16c3493e39db19ec7dd9fa1cca5390222896d8e8f28152b9642d01493103b1c0,worn,Codex (AI visual review; not human ground truth),2026-09-22,슬랙스,와이드핏,롱·긴바지 기장,unknown,,,슬랙스의 넓고 곧은 다리와 발등을 덮는 밑단. 섬유 조성 미확인.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7156288,5502006580b3f100b96469469e207e1279a173c9667a7771f384c4cff60d873e,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS858911,bottom,와이드 데님 팬츠 (LIGHT BLUE),토피,toffee,https://image.msscdn.net/images/goods_img/20180914/858911/858911_6_500.jpg,https://www.musinsa.com/products/858911,8bc676d3ae177e65482bc877efbc3a7259db48c3ac256d868cfbf51e137f0ec2,worn,Codex (AI visual review; not human ground truth),2026-09-22,청바지,스트레이트핏,롱·긴바지 기장,데님,,,판매자 데님 팬츠 분류와 사진의 청색 워싱. 다리가 곧고 발등까지 내려옴.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/858911,d61c3e7fe7908e0b0199c9d6c25c1528241940d77d9b955842e37ba4751cf1a6,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS3816971,bottom,파라슈트 CP코튼 팬츠 6 COLOR COOSPT216,커스텀어클락,costumeoclock,https://image.msscdn.net/images/goods_img/20240123/3816971/3816971_17853946614676_500.jpg,https://www.musinsa.com/products/3816971,1d0d0ec0039af60f738b62e7f41cd664ffa56400a5bfff0a5dee6dabaa3aa1f1,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,와이드핏,롱·긴바지 기장,코튼,,,판매자 코튼 팬츠 분류. 원본의 검정 바지 다리가 넓고 신발까지 내려옴. 본문 CP데님 언급은 일부 다른 색상 한정이므로 데님 정답에 사용하지 않음.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/3816971,6bb94f115013989eec35b79d99a7dec440f85ad29d4690b0723c9308755442f1,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS5908776,bottom,Painter Wide Pants DCPT070Olive,데케트,decet,https://image.msscdn.net/images/goods_img/20260119/5908776/5908776_17860822332316_500.jpg,https://www.musinsa.com/products/5908776,571201bf6b3debb5d7b1be67a2f0f9fc2956e159ce998630e3641ae8b954ae78,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,와이드핏,롱·긴바지 기장,코튼,,,판매자 코튼 팬츠 분류. 여유 있는 갈색 바지의 다리 폭과 신발 위 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/5908776,99fb97e99508ca04ab1e5e700153b0eb709bec37bd6d2a147e1d7afd804d8bab,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7057797,bottom,1735 ETERNAL BLACK JEANS [WIDE STRAIGHT],브랜디드,branded,https://image.msscdn.net/images/goods_img/20260812/7057797/7057797_17878930629462_500.jpg,https://www.musinsa.com/products/7057797,5726116f96edaa1220732df683a6a71fa21beecc22377ae5ea21ba7edcce0b06,worn,Codex (AI visual review; not human ground truth),2026-09-22,청바지,와이드핏,롱·긴바지 기장,데님,,,판매자 데님 팬츠 분류. 검정 데님의 넓은 다리와 발등에 쌓이는 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7057797,d212cc45c9ebb81686efdb78b4c144c3030298ee6ea7650c6de121161ea73532,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7059610,bottom,NOISE DEPT 이글 와이드 스웨트 팬츠-프렌치블루,슈퍼서브,supersub,https://image.msscdn.net/images/goods_img/20260812/7059610/7059610_17885007584610_500.jpg,https://www.musinsa.com/products/7059610,055b45b9ed598fd29fbd62c021db80a6d9379ac1cda5c99ebd980e690a6de7da,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,큰 폭의 트레이닝 바지가 발을 덮음. 소재 조성은 미확인.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7059610,f922e98f203f98cbd7a24a94af6f0c5007b234e787cd9f57539953195644154f,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7141921,bottom,솔리드 레귤러 스트레이트 치노 팬츠,피인오,pino,https://image.msscdn.net/images/goods_img/20260824/7141921/7141921_17884326457303_500.jpg,https://www.musinsa.com/products/7141921,df47c89474e422170990083c60fce8034f56fc6598c87dbe0b2b1b1cd08783f6,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,스트레이트핏,롱·긴바지 기장,코튼,,,판매자 코튼 팬츠 분류. 갈색 바지가 비교적 일정한 폭으로 곧게 내려와 신발 위에 닿음.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7141921,ce3055022f2f5c55a21259106d94ded08783e7e9866552b7bcf95595267d8a48,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7134099,bottom,스몰 포켓 레이어드 스웻팬츠 틸블루,이스케이프프롬,escapefrom,https://image.msscdn.net/images/goods_img/20260821/7134099/7134099_17878861294235_500.jpg,https://www.musinsa.com/products/7134099,e8a0e158ca6cd60290965c4643140bde46ea715fe01ade9bde253458ba669122,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,파란 트레이닝 바지의 큰 다리 폭과 발등까지 내려오는 밑단. 섬유 조성 미확인.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7134099,22e62862e7ac0928549c107d4746520f96478a00a9a8c91eab340329bd18fa05,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7036641,bottom,WXP104 츠기타비 레이스 벌룬 팬츠 (PLUM),루나키후,xtonzwoman,https://image.msscdn.net/images/goods_img/20260810/7036641/7036641_17883240666692_500.jpg,https://www.musinsa.com/products/7036641,410c1d9e35fd13e5931d2f381f921f2a7709be693b007e21426f5076f72289a5,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,와이드핏,롱·긴바지 기장,코튼,,,판매자 코튼 팬츠 분류. 갈색 바지의 넓은 다리와 발등에 쌓이는 기장.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7036641,208cfee29a580f84f8f48d5fc6760385b5555eb80c1173edd6cd78aa8195ae85,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7218468,bottom,더블 웨이스트 비즈 스웻 팬츠_3 COLOR,유젠,euggen,https://image.msscdn.net/images/goods_img/20260901/7218468/7218468_17888420616016_500.jpg,https://www.musinsa.com/products/7218468,7da968d4262a8cce662f4fccab5cf5f17096110295226cde075d91a54b26e3e8,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,사진에서 양 다리가 넓고 신발 위까지 내려옴. 판매자 레귤러 태그는 착용 여유 표현이며 하의 다리 모양 라벨과 구분.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7218468,e7e70aea62b8e32aaf4b2562b7e4b8e78c12ebee76d5d5c2bf54cb1917d5e9b9,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7011736,bottom,[미캣 pick] 레오파드 배색 아일렛 스트랩 포인트 포시즌 와이드 오버핏 데님 팬츠 [흑청],플레이스 스튜디오,placestudio,https://image.msscdn.net/images/goods_img/20260806/7011736/7011736_17871240283637_500.jpg,https://www.musinsa.com/products/7011736,fcdda54314cb4e157c7f28db1c65e1a585de61f8341629e326f3f77b2e0834ed,worn,Codex (AI visual review; not human ground truth),2026-09-22,청바지,와이드핏,롱·긴바지 기장,데님,,,판매자 데님 팬츠 분류. 넓은 워싱 데님 다리가 신발 위까지 내려옴.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7011736,58e4caef4fcaf9e1e8ed444b810d8b2c9896a62bc661dfd13fdf9d7de4c91690,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7049603,bottom,워시드 코튼 팬츠 딥 카키,미치코런던 코시노,michikolondon,https://image.msscdn.net/images/goods_img/20260811/7049603/7049603_17871036019529_500.jpg,https://www.musinsa.com/products/7049603,3acc7604ea97d89250b9764c9d7e27ffe000a3acf477f5c27175b35103ac7ac4,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,와이드핏,롱·긴바지 기장,코튼,,,"판매자 코튼 팬츠 분류. 여유 있는 일자에 가까운 넓은 다리, 발등을 덮는 밑단.",ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7049603,2753b74ace042b804f82aa2d85a74d62ef2bc89e647e2d7fbd14921cd9388be0,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS6525758,bottom,우먼즈 플레어 히든 밴딩 슬랙스 [그레이],무신사 스탠다드 우먼,musinsastandardwoman,https://image.msscdn.net/images/goods_img/20260521/6525758/6525758_17877314517029_500.jpg,https://www.musinsa.com/products/6525758,1e1d2462352ec8a3527b4c02fbea687e5b86e09990dfe88d2b86868662a92e88,worn,Codex (AI visual review; not human ground truth),2026-09-22,슬랙스,플레어핏,롱·긴바지 기장,unknown,,,슬랙스의 무릎 아래가 퍼지는 형태와 신발을 덮는 긴 밑단. 섬유 조성 미확인.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/6525758,e74cc24a399eee83f1567a775f9a8f293eafa4b534e98fd72de69e75b74bc51c,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS6888121,bottom,로턴 스티치 트랙 팬츠 네이비,세터,satur,https://image.msscdn.net/images/goods_img/20260721/6888121/6888121_17866727597440_500.jpg,https://www.musinsa.com/products/6888121,a66f850ae497c1d8563f09bca3af09d0e609d117b8bda98c87c7b121c3cd02dd,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,옆줄 트레이닝 바지의 넓은 다리와 신발 위 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/6888121,38576d367f93febc5f8bbfdce0fc220835b0d263874bdc1b1df5717c41087303,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7223695,bottom,워시드 코튼 팬츠 토프 브라운,미치코런던 코시노,michikolondon,https://image.msscdn.net/images/goods_img/20260902/7223695/7223695_17890998400128_500.jpg,https://www.musinsa.com/products/7223695,4ba1b7e29a2f809fdd03a2080d31ab93a1e76072d61d9f969d9b665f904c3f6f,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,와이드핏,롱·긴바지 기장,코튼,,,판매자 코튼 팬츠 분류. 걸을 때도 넓게 유지되는 다리와 발등을 덮는 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7223695,24d9e264a40cba425e2326571145a468a87bc3f6312f2c2ed7d902b95035ffa4,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7201103,bottom,Balloonfit Pants(F) / WHTMG4993F,후아유,whoau,https://image.msscdn.net/images/goods_img/20260831/7201103/7201103_17882237475400_500.jpg,https://www.musinsa.com/products/7201103,49007fb6f56260a12982befc6fb62ced5a5fe21491816252c371776adb0f12cd,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,앉아 있지만 넓은 두 다리와 신발에 닿는 밑단이 보임. 소재 조성 미확인.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7201103,2fa43196f9a09255ded1a4923af1c4dd754bf0313f4b6d77db332c658d8b4c8f,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7184913,bottom,피치넬리팬츠 - 브라운,토마스모어,thomasmore,https://image.msscdn.net/images/goods_img/20260827/7184913/7184913_17879039508027_500.jpg,https://www.musinsa.com/products/7184913,7b520f735baa23c0160129a743329555017bbe14a03033b30c75163bd0eb3011,flat,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,와이드핏,unknown,코튼,,,판매자 코튼 팬츠 분류 및 본문의 와이드 스트레이트핏 확인. 평면컷만으로 착용 기장은 보류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7184913,c99f5a6f82a6603a7e1b852ab235545789c7575f3821243e59c5b586be61efdb,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7074036,bottom,니 패치 워시드 코튼 팬츠_4color,트릴리온,trillion,https://image.msscdn.net/images/goods_img/20260813/7074036/7074036_17877371321211_500.jpg,https://www.musinsa.com/products/7074036,c91cad8f1be78b327fce2a1bf3cffefbdc68b7f175d8f2884d234849673465ab,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,와이드핏,롱·긴바지 기장,코튼,,,판매자 코튼 팬츠 분류. 넓은 녹색 바지의 양 다리와 발등 위 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7074036,8b75568bb336478e03f87bb4473d55f3c5920e4a3c74a37f1d89e611eeefedff,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS6967919,bottom,[레이 PICK] [레이 PICK] Side fly layered bootscut pants BLACK,미세키서울,misekiseoul,https://image.msscdn.net/images/goods_img/20260731/6967919/6967919_17877251977716_500.jpg,https://www.musinsa.com/products/6967919,669fd34b62f50655a7c1d1006553db551d63a166e52f49a96313fd538d4f5b33,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,플레어핏,롱·긴바지 기장,코튼,,,판매자 코튼 팬츠 분류. 허벅지는 좁고 무릎 아래부터 퍼져 신발까지 덮는 형태.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/6967919,ef10841c81f78e687b05d7879e900e6573a8c17ddd79181e0d1446819a26d6ec,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7024441,bottom,스터드 핀 턱 카고 부츠컷 팬츠 [블랙],헬레네파리스,heleneparis,https://image.msscdn.net/images/goods_img/20260807/7024441/7024441_17877095890440_500.jpg,https://www.musinsa.com/products/7024441,47c2f0ce9494b2892842ebcc1beca6b3a1ff0a0c9c1ec48ac1674a6b4b3ae1a8,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,플레어핏,롱·긴바지 기장,코튼,,,판매자 본문 부츠컷·코튼 원단·롱 기장. 카고 포켓이 보이지만 품목 어휘는 기존 판매자 코튼→치노 매핑을 사용.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7024441,615800f7d3cc078cba8bed6e291dba37504927d54809a6f0dd9384666c2cff83,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS6830515,bottom,타스 카펜터 치노 팬츠 (페이드 블루),파브레가,fabregat,https://image.msscdn.net/images/goods_img/20260713/6830515/6830515_17875324510527_500.jpg,https://www.musinsa.com/products/6830515,3fc1de0d53cbefe04655d9cabc7ef6dbd73b3bc2bd0f9901ccc82eecccef1f51,flat,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,unknown,unknown,코튼,,,판매자 코튼 팬츠 분류. 평면 사진만 있고 핏·기장 상세는 없으므로 판정 보류.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/6830515,f7c3b4d831f293c5076621340c51a29b4ce2a1f9336894f6d5c5323994c31ea5,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7059599,bottom,크로스 심볼 그래픽 와이드 스웨트 팬츠-블랙,슈퍼서브,supersub,https://image.msscdn.net/images/goods_img/20260812/7059599/7059599_17885010399710_500.jpg,https://www.musinsa.com/products/7059599,26d8409d740a135d832696ae649ccbef17f30703a4a6dc8d8aaf0dfc8d6b0f65,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,트레이닝 바지의 넓은 몸통·다리와 신발 위에 모이는 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7059599,4734259016a418542b7993384eba85995a2f2ad8d04ef2895cfaca5fd0786a79,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7107117,bottom,[AW] Santiago Slacks (Khaki Brown),어나더 오피스,anotheroffice,https://image.msscdn.net/images/goods_img/20260819/7107117/7107117_17878786252399_500.jpg,https://www.musinsa.com/products/7107117,d57f4420a7a373da1154c5e4c06e627a09b43d96451974c9ba61887e453540b3,worn,Codex (AI visual review; not human ground truth),2026-09-22,슬랙스,와이드핏,롱·긴바지 기장,other,,,판매자 와이드핏 슬랙스 설명. 겉감은 폴리에스터·레이온·폴리우레탄으로 어휘 밖; 안감 코튼을 겉감으로 오인하지 않음.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7107117,93b706d76a9f76a93f2d6f90a65efa6b92f9aca9e1b5725fe881757339cc81ca,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7058000,bottom,CLASSIC EASY SWEATPANTS YELLOW,아메스 월드와이드,amesworldwide,https://image.msscdn.net/images/goods_img/20260812/7058000/7058000_17871998019400_500.jpg,https://www.musinsa.com/products/7058000,0a2513bfe1057a350e257c262a20d9069780d29d81d7f2e804134e5ab58cc413,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,노란 트레이닝 바지가 넓고 발등까지 내려옴. 섬유 조성 미확인.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7058000,fce2e274757a853533e4a450a55191437e92cf87d33187660827615977e6bdb3,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS5999956,bottom,CUT-OUT DOUBLE WAIST SWEAT PANTS_GREY,길라아카이브,gilaarchive,https://image.msscdn.net/images/goods_img/20260209/5999956/5999956_17720875498019_500.jpg,https://www.musinsa.com/products/5999956,c53249c9315d803c9d36f15f3920bc0d21783febbc197e70853b7a8133ac2b16,worn,Codex (AI visual review; not human ground truth),2026-09-22,조거·스웨트팬츠,와이드핏,롱·긴바지 기장,unknown,,,회색 트레이닝 바지가 넓고 신발 위까지 내려옴. 회색이라는 이유로 코튼으로 추정하지 않음.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/5999956,70721710a5092922b304e14c2acf9e92399c0417d872d4f6f68b7ff2205307a8,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7036867,bottom,레인 와이드 트랙 팬츠 : 2컬러,인템포무드,intempomood,https://image.msscdn.net/images/goods_img/20260810/7036867/7036867_17882487141875_500.jpg,https://www.musinsa.com/products/7036867,ed72238a110cee10944fea827150b742d7af38a49e533cf27a806608df22dbf7,worn,Codex (AI visual review; not human ground truth),2026-09-22,트랙팬츠,와이드핏,롱·긴바지 기장,other,,,같은 상품의 두 색상 착용컷. 판매자 본문 트랙 팬츠·Nylon 100%; 주 겉감은 어휘 밖. 두 색상 모두 긴 와이드 형태.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7036867,b480afdbe28c1af7150ba6189d4310a3e185b44669860acca3b180fcb6957c83,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7223556,bottom,웜 텍스쳐 패턴 팬츠 스트라이프,미치코런던 코시노,michikolondon,https://image.msscdn.net/images/goods_img/20260902/7223556/7223556_17890987996779_500.jpg,https://www.musinsa.com/products/7223556,91693135df56a444c4b882196f6df5d4ccad24c45b33a1c2ded02fb972055b82,worn,Codex (AI visual review; not human ground truth),2026-09-22,other,와이드핏,롱·긴바지 기장,unknown,,,판매자 기타 바지 분류. 다리가 넓고 바닥까지 내려오지만 섬유와 세부 품목은 확인 불가.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7223556,dc0bbbec7e93aa04ec2a74a93e12ab134e41a34592680613be58a858e9315033,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7066721,bottom,26 FW 스트레이트 카치온 팬츠 (3컬러),효지,hyojinoriko,https://image.msscdn.net/images/goods_img/20260813/7066721/7066721_17878170312683_500.jpg,https://www.musinsa.com/products/7066721,006edb35a9322d63330de15f93a36387137c9af0196efbc07ccdd20016080f17,worn,Codex (AI visual review; not human ground truth),2026-09-22,치노 팬츠,스트레이트핏,롱·긴바지 기장,코튼,,,판매자 코튼 팬츠 분류. 베이지 바지 다리가 과도하게 퍼지지 않고 곧게 신발까지 내려옴.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7066721,d05453d7e82d9a7d91adece2bd169501a37e4c4eb49a7daac57109dc9d3f64e4,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7074548,bottom,[12oz] 워시드 와이드 데님 팬츠_3color,드릭스,drix,https://image.msscdn.net/images/goods_img/20260813/7074548/7074548_17884127579113_500.jpg,https://www.musinsa.com/products/7074548,accda0fe548824a82b8956e5156cf095687894c1150cc05881d959d37ece53db,worn,Codex (AI visual review; not human ground truth),2026-09-22,청바지,와이드핏,롱·긴바지 기장,데님,,,판매자 데님 팬츠 분류와 사진의 워싱 조직. 넓은 다리와 신발 위 밑단.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7074548,36e9cad9a7e29d0a5595a5580d2770ea2d2aa9051ccaea2a8ac3c578bc6c43a0,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
MS7079957,bottom,미니멀 컴포트 밴딩 팬츠 블랙,수아레,suare,https://image.msscdn.net/images/goods_img/20260814/7079957/7079957_17866891975622_500.jpg,https://www.musinsa.com/products/7079957,b21eccab5ca6ac5e34ee5f850df568fce2b8cba6005808c473d22ddf407382c5,worn,Codex (AI visual review; not human ground truth),2026-09-22,슬랙스,와이드핏,롱·긴바지 기장,unknown,,,판매자 슬랙스 분류. 넓은 검정 바지 다리와 신발 위 밑단. 소재 조성 미확인.,ai_visual_review_with_seller_evidence,Codex (AI visual review; not human ground truth),2026-09-22,https://goods-detail.musinsa.com/api2/goods/7079957,45cdaf4c0ffbcabb1a56848b437866c5e7efe442207f6a891ce6bbf5b8b084d3,41fd3c323a8ba6c5867cc26531745a89a73e0e2f73f2a7179295a72835305f09
