product_id,category,name,brand_name,brand,image_url,url,image_sha256,cut_type,cut_reviewer,cut_reviewed_at,gold_item_type,gold_fit,gold_length,gold_material,human_reviewer,reviewed_at,label_evidence
MS7238754,shoes,포지 투웨이 뮬 부츠 _블랙 Forge Two-Way Mule Boots Black,블랙 퍼플,blackpurple,https://image.msscdn.net/images/goods_img/20260903/7238754/7238754_17890879371525_500.jpg,https://www.musinsa.com/products/7238754,136bb740100468ba0bfe83a0d2e99075239e169c476812b971ea3b56f5e45c66,,,,,,,,,,
MS6940444,shoes,Node Boots · 노드 부츠 / 카멜,스탠드오일,standoil,https://image.msscdn.net/images/goods_img/20260728/6940444/6940444_17882329233834_500.jpg,https://www.musinsa.com/products/6940444,4feb5963ff291ee27c1f06fdd5a6a3021f1524fabd0b0fcc84ff5974dfc8d3e3,,,,,,,,,,
MS7121531,shoes,레제르 라이트 도트 스니커즈 EBAL165521,엘리자베스 스튜어트,elizabethstuart,https://image.msscdn.net/images/goods_img/20260820/7121531/7121531_17894358202408_500.jpg,https://www.musinsa.com/products/7121531,55b63779ab84c8f1b0cc8b0e1b8c12d38ce7279f8c103e0544af19241e0a2c7e,,,,,,,,,,
MS7168663,shoes,우먼즈 셔링 발레리나 플랫 슈즈 [블랙],무신사 스탠다드 우먼,musinsastandardwoman,https://image.msscdn.net/images/goods_img/20260826/7168663/7168663_17894543880108_500.jpg,https://www.musinsa.com/products/7168663,25da9ca5002c58539d173ba05ad844a9c732b792e5c0a94ee558542442e60526,,,,,,,,,,
MS6886576,shoes,[키링사은품증정] 메이페어 - 블랙 터프티드 스웨이드 / 44090001,닥터마틴,drmartens,https://image.msscdn.net/images/goods_img/20260721/6886576/6886576_17870441303906_500.jpg,https://www.musinsa.com/products/6886576,0a54090f6679d10b98f758ba2a4ce8d80bdd98824da62ca31fa834a0da9d9225,,,,,,,,,,
MS3156291,shoes,dress (dark brown),페몬트,pemont,https://image.msscdn.net/images/goods_img/20230317/3156291/3156291_17730183780157_500.jpg,https://www.musinsa.com/products/3156291,05ba6035f11ba37fba3037ae4e65288da1c564d04c3b83565a7018273c0340b2,,,,,,,,,,
MS6976462,shoes,[스토커즈 pick] [6.5CM UP] 논슬립 러기드 스웨이드 뮬_블랙,트릴리온,trillion,https://image.msscdn.net/images/goods_img/20260802/6976462/6976462_17859011190578_500.jpg,https://www.musinsa.com/products/6976462,a1685a329255ddb150dc1c14ff5b31ab25d03ad716c029572dd21d1fc414055f,,,,,,,,,,
MS7143427,shoes,노바블라스트 6 GTX 남성 스탠다드 - 블랙:그래파이트 그레이 / 1011C256-001,아식스,asics,https://image.msscdn.net/images/goods_img/20260824/7143427/7143427_17875561562172_500.jpg,https://www.musinsa.com/products/7143427,a558aa1536e34a89f341b09eccbf0bf5f7af7d821290fe9c9ea89ab747644c67,,,,,,,,,,
MS7037353,shoes,클래식 뮬 - 토프 / 101260001,리복,reebok,https://image.msscdn.net/images/goods_img/20260810/7037353/7037353_17865875756811_500.jpg,https://www.musinsa.com/products/7037353,bf4134e7b7c3bbbd2f8e3ac53e842183f4739bab3cc9a44e0af2d7d96f11809a,,,,,,,,,,
MS2085603,shoes,clo2333 Everyday Square Flats - 2 Colors,프리플라,lifla,https://image.msscdn.net/images/goods_img/20210825/2085603/2085603_17585041277635_500.jpg,https://www.musinsa.com/products/2085603,ef45cb26fb0ca3e211732788ccfab3213a58afdffcdc7d8c89787190ce984f5b,,,,,,,,,,
MS7121525,shoes,카나 폴딩 커스텀 부츠 EBAL165524,엘리자베스 스튜어트,elizabethstuart,https://image.msscdn.net/images/goods_img/20260820/7121525/7121525_17872919372238_500.jpg,https://www.musinsa.com/products/7121525,f68a46d4491138ed0bf3c268c947720ccb155590a7078d53e7f60fec2a8840ba,,,,,,,,,,
MS3575081,shoes,라운드 토 라이더 플랫 롱부츠 412348002 (3.5cm/2colors),솔트앤초콜릿,saltandchocolate,https://image.msscdn.net/images/goods_img/20230919/3575081/3575081_17549779939717_500.jpg,https://www.musinsa.com/products/3575081,98fcf23169cab2f15ecea5143c33e6dd45fa9a289310fcceb96891fbd59549b3,,,,,,,,,,
MS7194756,shoes,클라우드 low 클래식 로퍼  2cm 무광버전,무드앤플,moodnple,https://image.msscdn.net/images/goods_img/20260828/7194756/7194756_17879033005209_500.jpg,https://www.musinsa.com/products/7194756,6cdb1f9fc333946147c017211b79a65899ac616d9a253cdcbc660f0e630708d7,,,,,,,,,,
MS5698874,shoes,밀레니오 테크 LT (40679103),푸마,puma,https://image.msscdn.net/images/goods_img/20251107/5698874/5698874_17624806222949_500.jpg,https://www.musinsa.com/products/5698874,872d4d64d3e479f8521520c14c0567ab0e5f3275e6b468512182e4e2caa9c6ba,,,,,,,,,,
