product_id,name,category,color,style,purposes,body_shapes,price,season,stock,url,item_type,fit,length,pattern,material,neckline,formality,activity_tags,warmth,breathability,water_resistant,visual_weight,detail_level,waistline,pattern_scale,pattern_contrast,brand,gender,image_url,image_path,detail_color,detail_season,detail_fit,detail_thickness,detail_sheer,detail_category,color_options,detail_colors
MS7033556,레더 카라 MK-3 플라이트 점퍼 (블랙),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,298800,사계절,true,https://www.musinsa.com/products/7033556,재킷,오버핏,크롭 기장,무지,가죽,셔츠 칼라,4,일상,5,1,true,2,2,,,0,쿠어,남성,https://image.msscdn.net/images/goods_img/20260810/7033556/7033556_17871191912735_500.jpg,datasets/garments/raw/MS7033556.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS5920286,하이넥 스웨이드 블루종  옐로이시 브라운,top,브라운,캐주얼,데일리|여행|면접|출근,균형형,35620,사계절,true,https://www.musinsa.com/products/5920286,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,에잇세컨즈,여성,https://image.msscdn.net/images/goods_img/20260121/5920286/5920286_17840597863367_500.jpg,datasets/garments/raw/MS5920286.jpg,황토색,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,황토색
MS3096448,BUDDY HARRINGTON JACKET _ NAVY,top,네이비,캐주얼,데일리|여행|면접|출근,균형형,138000,사계절,true,https://www.musinsa.com/products/3096448,재킷,여유핏,기본 기장,무지,가죽,스탠드 칼라,4,일상,5,1,true,2,2,,,0,프리즘웍스,남성,https://image.msscdn.net/images/goods_img/20230221/3096448/3096448_17562763381199_500.jpg,datasets/garments/raw/MS3096448.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,네이비,
MS5920277,코듀로이 패디드점퍼  네이비,top,네이비,캐주얼,데일리|여행|면접|출근,균형형,22590,사계절,true,https://www.musinsa.com/products/5920277,재킷,여유핏,크롭 기장,무지,퍼·플리스,터틀넥,4,운동,5,1,false,2,2,,,0,에잇세컨즈,여성,https://image.msscdn.net/images/goods_img/20260121/5920277/5920277_17786738427593_500.jpg,datasets/garments/raw/MS5920277.jpg,남색,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,네이비,남색
MS5872106,[오정규 PICK] 스웨이드 미니멀 집업 블루종 - 2color,top,,미니멀,데일리|여행|면접|출근,균형형,159000,사계절,true,https://www.musinsa.com/products/5872106,재킷,레귤러핏,크롭 기장,무지,가죽,라운드넥,4,일상,5,1,true,2,2,,,0,마인드브릿지,남성,https://image.msscdn.net/images/goods_img/20260106/5872106/5872106_17706875667904_500.jpg,datasets/garments/raw/MS5872106.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,,
MS1291017,리치 오버 MA-1 자켓 블랙 YHJK2269,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,69800,사계절,true,https://www.musinsa.com/products/1291017,재킷,,기본 기장,무지,울,스탠드 칼라,4,일상,5,2,false,2,2,,,0,제멋,남성,https://image.msscdn.net/images/goods_img/20200205/1291017/1291017_1_500.jpg,datasets/garments/raw/MS1291017.jpg,블랙,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,블랙
MS5151475,우먼즈 신세틱 스웨이드 하이넥 블루종 재킷 [라이트 브라운],top,브라운,캐주얼,데일리|여행|면접|출근,균형형,129900,봄,true,https://www.musinsa.com/products/5151475,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,3,2,true,2,2,,,0,무신사 스탠다드 우먼,여성,https://image.msscdn.net/images/goods_img/20250528/5151475/5151475_17585863388298_500.jpg,datasets/garments/raw/MS5151475.jpg,,봄,여유핏,보통,없음,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,
MS7033563,파일럿 레더 카라 점퍼 (다크네이비),top,네이비,캐주얼,데일리|여행|면접|출근,균형형,297000,사계절,true,https://www.musinsa.com/products/7033563,재킷,,크롭 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,쿠어,남성,https://image.msscdn.net/images/goods_img/20260810/7033563/7033563_17863301553683_500.jpg,datasets/garments/raw/MS7033563.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,네이비,
MS5386037,[데일리룸X알리스] 페이디드 그레인 코튼 블루종 자켓 [빈티지그레이],top,그레이,캐주얼,데일리|여행|면접|출근,균형형,115980,사계절,true,https://www.musinsa.com/products/5386037,재킷,,크롭 기장,무지,,,4,일상,4,3,false,2,2,,,0,알리스,남성,https://image.msscdn.net/images/goods_img/20250901/5386037/5386037_17580105143984_500.jpg,datasets/garments/raw/MS5386037.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,그레이,
MS5595263,울 패디드 헤링턴 자켓 [브라운],top,브라운,캐주얼,데일리|여행|면접|출근,균형형,128000,겨울,true,https://www.musinsa.com/products/5595263,재킷,,크롭 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,후브스,남성,https://image.msscdn.net/images/goods_img/20251015/5595263/5595263_17624897190905_500.jpg,datasets/garments/raw/MS5595263.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,
MS6133108,베스트 디테쳐블 피시테일 후드 숏 재킷  카키,top,카키,캐주얼,데일리|여행|면접|출근,균형형,43660,사계절,true,https://www.musinsa.com/products/6133108,재킷,,기본 기장,무지,퍼·플리스,,4,운동,5,1,false,2,2,,,0,에잇세컨즈,남성,https://image.msscdn.net/images/goods_img/20260313/6133108/6133108_17776387565187_500.jpg,datasets/garments/raw/MS6133108.jpg,카키,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,카키,카키
MS5983070,스터드 포인트 인시전 오버핏 블루종 코튼 워크 집업 자켓 [베이지],top,베이지,캐주얼,데일리|여행|면접|출근,균형형,44400,봄,true,https://www.musinsa.com/products/5983070,재킷,레귤러핏,크롭 기장,무지,,터틀넥,4,일상,3,2,false,2,2,,,0,플레이스 스튜디오,여성,https://image.msscdn.net/images/goods_img/20260204/5983070/5983070_17726718124024_500.jpg,datasets/garments/raw/MS5983070.jpg,베이지,봄,레귤러핏,보통,없음,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,베이지,베이지
MS7010776,스터드 하이넥 비조 멀티 포켓 포인트 오버핏 블루종 코튼 집업 자켓 [브라운],top,브라운,캐주얼,데일리|여행|면접|출근,균형형,49700,사계절,true,https://www.musinsa.com/products/7010776,재킷,여유핏,크롭 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,플레이스 스튜디오,여성,https://image.msscdn.net/images/goods_img/20260806/7010776/7010776_17871229605887_500.jpg,datasets/garments/raw/MS7010776.jpg,브라운,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,브라운
MS5755269,US ARMY 탱커 재킷 [블랙],top,블랙,캐주얼,데일리|여행|면접|출근,균형형,121590,봄,true,https://www.musinsa.com/products/5755269,재킷,여유핏,크롭 기장,무지,가죽,터틀넥,4,일상,3,2,true,2,2,,,0,무신사 스탠다드,남성,https://image.msscdn.net/images/goods_img/20251120/5755269/5755269_17737016012155_500.jpg,datasets/garments/raw/MS5755269.jpg,,봄,여유핏,보통,없음,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS5934674,하이넥 벨티드 블루종 자켓_베이지,top,베이지,캐주얼,데일리|여행|면접|출근,균형형,165120,사계절,true,https://www.musinsa.com/products/5934674,재킷,여유핏,기본 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,크랭크,여성,https://image.msscdn.net/images/goods_img/20260126/5934674/5934674_17714158184701_500.jpg,datasets/garments/raw/MS5934674.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,베이지,
MS6085500,스몰 체크 블루종  블랙,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,30690,사계절,true,https://www.musinsa.com/products/6085500,재킷,여유핏,크롭 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,에잇세컨즈,여성,https://image.msscdn.net/images/goods_img/20260305/6085500/6085500_17776358926199_500.jpg,datasets/garments/raw/MS6085500.jpg,검정색,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,검정색
MS7033545,플라이트 B-15 봄버 (블랙),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,261000,사계절,true,https://www.musinsa.com/products/7033545,재킷,오버핏,크롭 기장,무지,,스탠드 칼라,4,일상,4,3,false,2,2,,,0,쿠어,남성,https://image.msscdn.net/images/goods_img/20260810/7033545/7033545_17863301170585_500.jpg,datasets/garments/raw/MS7033545.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS6432958,[9999x후디진호] Orbital Binding Jersey,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,189000,봄,true,https://www.musinsa.com/products/6432958,재킷,레귤러핏,기본 기장,무지,,터틀넥,4,일상,4,2,false,2,1,,,0,9999아카이브,남성,https://image.msscdn.net/images/goods_img/20260507/6432958/6432958_17808812524623_500.jpg,datasets/garments/raw/MS6432958.jpg,Washed Black,봄,레귤러핏,약간 얇음,없음,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,Washed Black
MS5698207,우먼즈 신세틱 스웨이드 블루종 재킷 [다크 브라운],top,브라운,캐주얼,데일리|여행|면접|출근,균형형,129900,봄,true,https://www.musinsa.com/products/5698207,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,4,2,true,2,2,,,0,무신사 스탠다드 우먼,여성,https://image.msscdn.net/images/goods_img/20251107/5698207/5698207_17683723485636_500.jpg,datasets/garments/raw/MS5698207.jpg,,봄,여유핏,약간|두꺼움,없음,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,
MS5920289,울블렌드 하이넥 오버핏 점퍼  애쉬,top,그레이,캐주얼,데일리|여행|면접|출근,균형형,25020,겨울,true,https://www.musinsa.com/products/5920289,재킷,여유핏,기본 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,에잇세컨즈,여성,https://image.msscdn.net/images/goods_img/20260121/5920289/5920289_17786741101818_500.jpg,datasets/garments/raw/MS5920289.jpg,짙은회색,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,그레이,짙은회색
MS6021333,홈 크롭 집업 자켓 (블랙),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,62300,사계절,true,https://www.musinsa.com/products/6021333,재킷,레귤러핏,크롭 기장,무지,니트,터틀넥,4,일상,5,2,false,2,2,,,0,아날로그무드,남성,https://image.msscdn.net/images/goods_img/20260212/6021333/6021333_17708944460474_500.jpg,datasets/garments/raw/MS6021333.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS7033484,타입 1 러스틱 워시드 트러커 자켓 (워시드블랙),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,297000,사계절,true,https://www.musinsa.com/products/7033484,재킷,오버핏,크롭 기장,무지,울,셔츠 칼라,4,일상,5,2,false,2,2,,,0,쿠어,남성,https://image.msscdn.net/images/goods_img/20260810/7033484/7033484_17863299680483_500.jpg,datasets/garments/raw/MS7033484.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS4375421,패디드 덱 블루종,top,베이지,캐주얼,데일리|여행|면접|출근,균형형,119500,사계절,true,https://www.musinsa.com/products/4375421,재킷,여유핏,기본 기장,무지,퍼·플리스,셔츠 칼라,4,운동,5,1,false,2,2,,,0,노티카,공용,https://image.msscdn.net/images/goods_img/20240827/4375421/4375421_17768442647312_500.jpg,datasets/garments/raw/MS4375421.jpg,샌드베이지,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,베이지,샌드베이지
MS5320096,가먼트다잉 트윌 세미크롭 블루종 집업 자켓 [카키],top,카키,캐주얼,데일리|여행|면접|출근,균형형,27300,봄,true,https://www.musinsa.com/products/5320096,재킷,여유핏,크롭 기장,무지,가죽,셔츠 칼라,4,일상,3,2,true,2,2,,,0,버던트,공용,https://image.msscdn.net/images/goods_img/20250813/5320096/5320096_17687901408778_500.jpg,datasets/garments/raw/MS5320096.jpg,,봄,여유핏,보통,없음,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,카키,
MS7008492,[W]스웨이드 오버핏 블루종 - 2color,top,,캐주얼,데일리|여행|면접|출근,균형형,219000,사계절,true,https://www.musinsa.com/products/7008492,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,마인드브릿지 우먼,여성,https://image.msscdn.net/images/goods_img/20260806/7008492/7008492_17872901480246_500.jpg,datasets/garments/raw/MS7008492.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,,
MS7130230,남성 몰스킨 패딩 캐주얼 점퍼_NEG4JJ1922,top,,캐주얼,데일리|여행|면접|출근,균형형,299000,겨울,true,https://www.musinsa.com/products/7130230,재킷,,크롭 기장,무지,,셔츠 칼라,4,일상,4,3,false,2,2,,,0,에디션,남성,https://image.msscdn.net/images/goods_img/20260821/7130230/7130230_17872905269165_500.jpg,datasets/garments/raw/MS7130230.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,,
MS7094789,빈티지 체크 하이넥 로고 자수 오버핏 블루종 코튼 투웨이 자켓 점퍼_2COLOR,top,블랙,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,68000,사계절,true,https://www.musinsa.com/products/7094789,재킷,여유핏,기본 기장,체크,가죽,터틀넥,4,일상,5,1,true,4,2,,중간,3,썸플레이스 맨,남성,https://image.msscdn.net/images/goods_img/20260818/7094789/7094789_17871146109385_500.jpg,datasets/garments/raw/MS7094789.jpg,챠콜,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,챠콜
MS6987926,슬릭 스웨이드 해링턴 자켓 [브라운],top,브라운,캐주얼,데일리|여행|면접|출근,균형형,163800,사계절,true,https://www.musinsa.com/products/6987926,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,로템버,남성,https://image.msscdn.net/images/goods_img/20260804/6987926/6987926_17872906138366_500.jpg,datasets/garments/raw/MS6987926.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,
MS7050760,패널 트윌 포켓 점퍼_CHARCOAL(WCB6OT05),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,142200,사계절,true,https://www.musinsa.com/products/7050760,재킷,여유핏,기본 기장,무지,울,셔츠 칼라,4,일상,5,2,false,2,2,,,0,웬즈데이오아시스,남성,https://image.msscdn.net/images/goods_img/20260811/7050760/7050760_17872808548564_500.jpg,datasets/garments/raw/MS7050760.jpg,CHARCOAL,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,CHARCOAL
MS7050759,패널 트윌 포켓 점퍼_KHAKI BROWN(WCB6OT05),top,브라운,캐주얼,데일리|여행|면접|출근,균형형,142200,사계절,true,https://www.musinsa.com/products/7050759,재킷,여유핏,기본 기장,무지,가죽,셔츠 칼라,4,일상,5,1,true,2,2,,,0,웬즈데이오아시스,남성,https://image.msscdn.net/images/goods_img/20260811/7050759/7050759_17872807521196_500.jpg,datasets/garments/raw/MS7050759.jpg,KHAKI BROWN,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,KHAKI BROWN
MS6722128,컬러 시어 후디 점퍼  스카이 블루,top,블루,캐주얼,데일리|여행|면접|출근,균형형,69900,사계절,true,https://www.musinsa.com/products/6722128,재킷,레귤러핏,크롭 기장,무지,시폰,폴로 칼라,4,일상,2,5,false,2,2,,,0,에잇세컨즈,여성,https://image.msscdn.net/images/goods_img/20260624/6722128/6722128_17822631065632_500.jpg,datasets/garments/raw/MS6722128.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블루,
MS7108191,쿠션지 세미오버핏 스타디움 점퍼 OLIVE GREEN,top,그린,캐주얼,데일리|여행|면접|출근,상체 강조형|균형형,159000,사계절,true,https://www.musinsa.com/products/7108191,재킷,레귤러핏,기본 기장,무지,,스탠드 칼라,4,일상,4,3,false,2,2,,,0,내셔널지오그래픽,남성,https://image.msscdn.net/images/goods_img/20260819/7108191/7108191_17871285692384_500.jpg,datasets/garments/raw/MS7108191.jpg,OLIVE GREEN,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,그린,OLIVE GREEN
MS7108164,쿠션지 세미오버핏 스타디움 점퍼 MIDNIGHT NAVY,top,네이비,캐주얼,데일리|여행|면접|출근,균형형,159000,사계절,true,https://www.musinsa.com/products/7108164,재킷,,크롭 기장,무지,울,스탠드 칼라,4,일상,5,2,false,2,2,,,0,내셔널지오그래픽,남성,https://image.msscdn.net/images/goods_img/20260819/7108164/7108164_17871284741677_500.jpg,datasets/garments/raw/MS7108164.jpg,MIDNIGHT NAVY,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,네이비,MIDNIGHT NAVY
MS7108161,코튼터치 로우머스 MA-1 항공점퍼 SILVER BIRCH,top,그레이,캐주얼,데일리|여행|면접|출근,균형형,249000,사계절,true,https://www.musinsa.com/products/7108161,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,내셔널지오그래픽,남성,https://image.msscdn.net/images/goods_img/20260819/7108161/7108161_17871284690212_500.jpg,datasets/garments/raw/MS7108161.jpg,SILVER BIRCH,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,그레이,SILVER BIRCH
MS7108157,코튼터치 로우머스 MA-1 항공점퍼 BLACK,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,249000,사계절,true,https://www.musinsa.com/products/7108157,재킷,여유핏,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,내셔널지오그래픽,남성,https://image.msscdn.net/images/goods_img/20260819/7108157/7108157_17871284630609_500.jpg,datasets/garments/raw/MS7108157.jpg,BLACK,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,BLACK
MS7108198,어반스퀘어 소프트쉘 3L 블루종 점퍼 SILVER BIRCH,top,그레이,캐주얼,데일리|여행|면접|출근,균형형,219000,사계절,true,https://www.musinsa.com/products/7108198,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,내셔널지오그래픽,남성,https://image.msscdn.net/images/goods_img/20260819/7108198/7108198_17871285798674_500.jpg,datasets/garments/raw/MS7108198.jpg,SILVER BIRCH,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,그레이,SILVER BIRCH
MS7108196,어반스퀘어 소프트쉘 3L 블루종 점퍼 BLACK,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,219000,사계절,true,https://www.musinsa.com/products/7108196,재킷,,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,내셔널지오그래픽,남성,https://image.msscdn.net/images/goods_img/20260819/7108196/7108196_17871285745138_500.jpg,datasets/garments/raw/MS7108196.jpg,BLACK,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,BLACK
MS7117708,페이드 코튼 투웨이 블루종 (블랙,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,47900,사계절,true,https://www.musinsa.com/products/7117708,재킷,레귤러핏,크롭 기장,무지,가죽,셔츠 칼라,4,일상,5,1,true,2,2,,,0,앤드어게인,남성,https://image.msscdn.net/images/goods_img/20260820/7117708/7117708_17872069479046_500.jpg,datasets/garments/raw/MS7117708.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS7118343,페이드 코튼 투웨이 블루종 (카키,top,카키,캐주얼,데일리|여행|면접|출근,균형형,47900,사계절,true,https://www.musinsa.com/products/7118343,재킷,레귤러핏,크롭 기장,무지,가죽,라운드넥,4,일상,5,1,true,2,2,,,0,앤드어게인,남성,https://image.msscdn.net/images/goods_img/20260820/7118343/7118343_17872075409712_500.jpg,datasets/garments/raw/MS7118343.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,카키,
MS7118272,페이드 코튼 투웨이 블루종 (베이지,top,베이지,캐주얼,데일리|여행|면접|출근,균형형,47900,사계절,true,https://www.musinsa.com/products/7118272,재킷,레귤러핏,크롭 기장,무지,가죽,셔츠 칼라,4,일상,5,1,true,2,2,,,0,앤드어게인,남성,https://image.msscdn.net/images/goods_img/20260820/7118272/7118272_17872073353795_500.jpg,datasets/garments/raw/MS7118272.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,베이지,
MS7118233,페이드 코튼 투웨이 블루종 (차콜,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,47900,사계절,true,https://www.musinsa.com/products/7118233,재킷,레귤러핏,크롭 기장,무지,가죽,셔츠 칼라,4,일상,5,1,true,2,2,,,0,앤드어게인,남성,https://image.msscdn.net/images/goods_img/20260820/7118233/7118233_17872071940156_500.jpg,datasets/garments/raw/MS7118233.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS7008497,[W]코튼100% 다크 그레이 워싱 데님 블루종,top,그레이,캐주얼,데일리|여행|면접|출근,균형형,159000,사계절,true,https://www.musinsa.com/products/7008497,재킷,오버핏,,무지,가죽,,4,일상,5,1,true,2,2,,,0,마인드브릿지 우먼,여성,https://image.msscdn.net/images/goods_img/20260806/7008497/7008497_17872903566760_500.jpg,datasets/garments/raw/MS7008497.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,그레이,
MS7103384,빈티지 워싱 멀티 포켓 스탠다드 유틸리티 오버핏 야상 베이직 코튼 자켓 [블랙],top,블랙,미니멀,데일리|여행|면접|출근,균형형,49700,가을,true,https://www.musinsa.com/products/7103384,재킷,레귤러핏,기본 기장,무지,울,터틀넥,4,일상,3,2,false,2,2,,,0,썸플레이스,여성,https://image.msscdn.net/images/goods_img/20260819/7103384/7103384_17871156601246_500.jpg,datasets/garments/raw/MS7103384.jpg,블랙,가을,레귤러핏,보통,없음,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,블랙
MS7103352,빈티지 워싱 멀티 포켓 스탠다드 유틸리티 오버핏 야상 베이직 코튼 자켓 [브라운],top,브라운,미니멀,데일리|여행|면접|출근,균형형,49700,봄,true,https://www.musinsa.com/products/7103352,재킷,레귤러핏,기본 기장,무지,울,스탠드 칼라,4,일상,3,2,false,2,2,,,0,썸플레이스,여성,https://image.msscdn.net/images/goods_img/20260819/7103352/7103352_17871159226845_500.jpg,datasets/garments/raw/MS7103352.jpg,브라운,봄,레귤러핏,보통,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,브라운
MS7046370,빈티지 워싱 멀티 포켓 스탠다드 유틸리티 오버핏 야상 베이직 코튼 자켓 [카키],top,카키,미니멀,데일리|여행|면접|출근,균형형,56800,가을,true,https://www.musinsa.com/products/7046370,재킷,레귤러핏,기본 기장,무지,니트,라운드넥,4,일상,3,2,false,2,2,,,0,썸플레이스,여성,https://image.msscdn.net/images/goods_img/20260811/7046370/7046370_17872108110972_500.jpg,datasets/garments/raw/MS7046370.jpg,카키,가을,레귤러핏,보통,없음,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,카키,카키
MS7035488,남성 하이넥 블루종 자켓 (BLACK),top,블랙,캐주얼,데일리|여행|면접|출근,균형형,199000,사계절,true,https://www.musinsa.com/products/7035488,재킷,여유핏,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,디스커버리 익스페디션,남성,https://image.msscdn.net/images/goods_img/20260810/7035488/7035488_17863440024609_500.jpg,datasets/garments/raw/MS7035488.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS7035487,남성 하이넥 블루종 자켓 (L/BEIGE),top,베이지,캐주얼,데일리|여행|면접|출근,균형형,199000,사계절,true,https://www.musinsa.com/products/7035487,재킷,여유핏,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,디스커버리 익스페디션,남성,https://image.msscdn.net/images/goods_img/20260810/7035487/7035487_17863440013750_500.jpg,datasets/garments/raw/MS7035487.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,베이지,
MS6928565,남성 하이넥 블루종 자켓 (D/NAVY),top,네이비,캐주얼,데일리|여행|면접|출근,균형형,199000,사계절,true,https://www.musinsa.com/products/6928565,재킷,여유핏,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,디스커버리 익스페디션,남성,https://image.msscdn.net/images/goods_img/20260727/6928565/6928565_17851313588655_500.jpg,datasets/garments/raw/MS6928565.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,네이비,
MS6928564,남성 봄버형 블루종 자켓 (Brown),top,브라운,캐주얼,데일리|여행|면접|출근,균형형,209000,사계절,true,https://www.musinsa.com/products/6928564,재킷,여유핏,기본 기장,무지,울,터틀넥,4,일상,5,2,false,2,2,,,0,디스커버리 익스페디션,남성,https://image.msscdn.net/images/goods_img/20260727/6928564/6928564_17851313576799_500.jpg,datasets/garments/raw/MS6928564.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,
MS7010893,[신세틱레더] 여성 블루종 점퍼 (스웨이드레더)_SPJLG49W05,top,블랙,캐주얼,데일리|여행|면접|출근,균형형,89900,사계절,true,https://www.musinsa.com/products/7010893,재킷,오버핏,크롭 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,스파오,여성,https://image.msscdn.net/images/goods_img/20260806/7010893/7010893_17859963026610_500.jpg,datasets/garments/raw/MS7010893.jpg,[19]Black,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,[19]Black
MS7034366,릭스 크롭 하이넥 MA-1 자켓 [KHAKI],top,카키,캐주얼,데일리|여행|면접|출근,균형형,139200,사계절,true,https://www.musinsa.com/products/7034366,재킷,,기본 기장,무지,,터틀넥,4,일상,4,3,false,2,2,,,0,드로우핏,남성,https://image.msscdn.net/images/goods_img/20260810/7034366/7034366_17872750111583_500.jpg,datasets/garments/raw/MS7034366.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,카키,
MS7034365,릭스 크롭 하이넥 MA-1 자켓 [BLACK],top,블랙,캐주얼,데일리|여행|면접|출근,균형형,139200,사계절,true,https://www.musinsa.com/products/7034365,재킷,,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,드로우핏,남성,https://image.msscdn.net/images/goods_img/20260810/7034365/7034365_17872749053846_500.jpg,datasets/garments/raw/MS7034365.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,블랙,
MS7034714,코듀로이 크롭 해링턴 자켓 [BROWN],top,브라운,캐주얼,데일리|여행|면접|출근,균형형,145600,사계절,true,https://www.musinsa.com/products/7034714,재킷,여유핏,기본 기장,무지,가죽,터틀넥,4,일상,5,1,true,2,2,,,0,드로우핏,남성,https://image.msscdn.net/images/goods_img/20260810/7034714/7034714_17872752963584_500.jpg,datasets/garments/raw/MS7034714.jpg,,,,,,Clothing > 점퍼/재킷 > 항공 점퍼/블루종/MA-1,브라운,
